,y_hat
3153,False
2962,False
3335,False
2834,False
3629,False
2131,False
3244,False
3699,False
3673,False
3461,False
2423,False
2221,False
2576,False
2569,False
3824,False
2649,False
2768,False
3810,False
2380,False
2818,False
3973,False
2466,False
2421,False
2942,False
2802,False
2085,False
3564,False
3164,False
3985,False
2476,False
2011,False
3522,False
2290,False
3167,False
2477,False
2737,False
2276,False
3530,False
3441,False
2170,False
3117,False
3230,False
2351,False
3868,False
2606,False
2300,False
2712,False
3764,False
2660,False
3500,False
2241,False
3446,False
2316,False
3487,False
3944,False
2953,False
3885,False
2328,False
2435,False
2781,False
3656,False
3988,False
3418,False
2565,False
3502,False
2632,False
3172,False
2601,False
2059,False
2397,False
2856,False
2983,False
2861,False
3562,False
2686,False
3076,False
3387,False
2507,False
2795,False
2863,False
2376,False
2202,False
3064,False
3424,False
2716,False
3128,False
3208,False
3577,False
3220,False
2591,False
2257,False
3303,False
3983,False
2572,False
2500,False
2551,False
2714,False
2920,False
3778,False
2698,False
3253,False
2333,False
2949,False
2270,False
3116,False
2032,False
3593,False
2341,False
2765,False
3449,False
3684,False
2385,False
2746,False
3550,False
2176,False
3960,False
3085,False
2102,False
3409,False
3135,False
3583,False
2020,False
2666,False
3000,False
2009,False
3097,False
3675,False
3338,False
2596,False
2780,False
2748,False
2445,False
2845,False
2764,False
3194,False
3986,False
2534,False
3615,False
2615,False
3611,False
2823,False
2665,False
2148,False
3233,False
3269,False
2424,False
2883,False
2862,False
3907,False
2291,False
3929,False
3624,False
3626,False
3365,False
3195,False
2326,False
3569,False
2499,False
3250,False
3964,False
2043,False
2146,False
2447,False
2819,False
3632,False
3734,False
3748,False
3422,False
3300,False
3831,False
2108,False
3842,False
2677,False
2941,False
2074,False
2456,False
3888,False
2853,False
3782,False
3679,False
3883,False
3126,False
3162,False
3933,False
2394,False
2505,False
3987,False
3821,False
2722,False
3349,False
2471,False
2484,False
3515,False
3468,False
2538,False
3870,False
2459,False
3827,False
2761,False
2586,False
