,0
1547,1.0
1881,1.0
1542,1.0
1110,1.0
1006,1.0
1139,1.0
1225,1.0
1426,1.0
1291,1.0
1008,1.0
1412,1.0
1704,0.0
1845,1.0
1941,1.0
1814,1.0
1272,1.0
1184,1.0
1410,1.0
1587,1.0
1349,1.0
1757,1.0
1117,1.0
1483,1.0
1070,1.0
1901,1.0
1082,1.0
1708,1.0
1888,1.0
1637,1.0
1083,1.0
1172,1.0
1946,1.0
1100,1.0
1875,1.0
1493,1.0
1217,1.0
1336,1.0
1697,1.0
1657,1.0
1046,1.0
1260,1.0
1384,1.0
1185,1.0
1422,1.0
1162,1.0
1516,1.0
1171,1.0
1804,1.0
1978,1.0
1433,1.0
1643,1.0
1554,1.0
1059,1.0
1005,1.0
1603,1.0
1164,1.0
1865,1.0
1263,1.0
1676,1.0
1833,1.0
1468,1.0
1094,1.0
1013,1.0
1063,1.0
1418,1.0
1521,1.0
1102,1.0
1982,1.0
1457,1.0
1563,1.0
1429,1.0
1680,1.0
1582,1.0
1036,1.0
1354,1.0
1864,1.0
1105,1.0
1028,1.0
1038,1.0
1041,1.0
1855,1.0
1555,1.0
1091,1.0
1661,1.0
1113,1.0
1895,1.0
1262,1.0
1319,1.0
1003,1.0
1841,1.0
1862,1.0
1305,1.0
1229,1.0
1691,1.0
1536,1.0
1127,1.0
1824,1.0
1243,1.0
1759,1.0
1290,1.0
