,years_experience,degree
2389,1.0,1.0
3941,1.0,1.0
3531,1.0,1.0
3102,0.0,1.0
2248,0.0,2.0
2486,1.0,3.0
3713,0.0,1.0
2538,0.0,1.0
3550,0.0,1.0
3207,1.0,1.0
2395,0.0,1.0
2234,1.0,1.0
2336,0.0,3.0
3743,1.0,3.0
2382,0.0,1.0
3031,1.0,3.0
3066,1.0,1.0
2104,0.0,1.0
3500,0.0,2.0
2577,0.0,2.0
3226,3.0,1.0
2247,1.0,1.0
2680,0.0,1.0
3618,0.0,1.0
2065,1.0,1.0
2155,2.0,1.0
3236,1.0,1.0
2349,0.0,3.0
2893,1.0,1.0
2813,0.0,3.0
2096,1.0,1.0
3090,1.0,0.0
2479,0.0,2.0
2529,0.0,3.0
3710,1.0,1.0
3513,1.0,1.0
3590,1.0,2.0
2007,1.0,1.0
3506,2.0,0.0
3223,0.0,1.0
3000,1.0,2.0
3741,1.0,1.0
3414,1.0,1.0
3633,1.0,1.0
2285,1.0,1.0
3097,0.0,1.0
3726,1.0,1.0
2908,0.0,3.0
2523,0.0,1.0
3760,1.0,2.0
3095,1.0,1.0
2530,1.0,1.0
2421,0.0,1.0
3420,1.0,1.0
3124,0.0,2.0
3285,2.0,1.0
2126,0.0,2.0
3113,0.0,2.0
3061,1.0,3.0
2829,0.0,3.0
2169,0.0,3.0
2676,1.0,0.0
2566,1.0,0.0
2755,0.0,3.0
3602,1.0,1.0
2952,0.0,1.0
2487,1.0,0.0
3578,1.0,2.0
3763,1.0,1.0
2721,0.0,1.0
2823,3.0,0.0
2743,0.0,3.0
2760,1.0,1.0
3789,0.0,1.0
3965,0.0,1.0
3081,0.0,2.0
3240,1.0,2.0
2467,0.0,2.0
3265,0.0,1.0
2140,0.0,1.0
3964,1.0,3.0
3122,1.0,1.0
2886,0.0,1.0
3459,1.0,0.0
2333,0.0,1.0
2196,0.0,2.0
3574,1.0,1.0
2961,0.0,1.0
2188,0.0,2.0
2683,0.0,1.0
3724,1.0,1.0
3891,2.0,0.0
3535,0.0,1.0
3911,1.0,1.0
3598,0.0,1.0
2281,1.0,2.0
2887,0.0,3.0
2061,0.0,1.0
3691,1.0,1.0
3069,0.0,3.0
3455,1.0,2.0
3735,0.0,2.0
3134,0.0,1.0
2174,1.0,1.0
2338,0.0,2.0
2080,0.0,2.0
2768,1.0,1.0
3693,0.0,1.0
2722,1.0,1.0
2699,0.0,1.0
3970,0.0,3.0
3006,1.0,3.0
2384,1.0,2.0
2951,1.0,1.0
2630,1.0,1.0
3541,0.0,1.0
3940,1.0,1.0
3661,0.0,2.0
2083,0.0,2.0
3059,1.0,1.0
3152,0.0,2.0
2889,0.0,2.0
2368,0.0,1.0
2102,1.0,1.0
3398,0.0,2.0
2493,2.0,0.0
3591,0.0,2.0
3029,0.0,1.0
3580,1.0,1.0
3362,3.0,1.0
2963,0.0,1.0
2516,1.0,2.0
3077,0.0,2.0
2843,2.0,2.0
3604,1.0,0.0
2131,1.0,1.0
3616,1.0,1.0
3653,1.0,3.0
3719,1.0,1.0
2958,0.0,2.0
3387,2.0,0.0
3996,0.0,2.0
3174,1.0,0.0
2399,1.0,1.0
3519,0.0,3.0
3445,1.0,1.0
2260,1.0,1.0
2984,0.0,1.0
2972,0.0,2.0
3736,0.0,1.0
2654,0.0,2.0
3830,1.0,2.0
2290,0.0,3.0
3471,1.0,1.0
2497,1.0,0.0
3117,1.0,2.0
2776,1.0,1.0
3485,0.0,1.0
2653,2.0,2.0
2752,0.0,3.0
3042,0.0,1.0
3776,0.0,1.0
3487,0.0,1.0
2138,0.0,1.0
2622,1.0,1.0
3368,0.0,2.0
3646,3.0,0.0
3810,0.0,3.0
3952,1.0,1.0
3628,0.0,2.0
3370,0.0,3.0
3655,1.0,0.0
3880,2.0,0.0
2575,1.0,3.0
2238,1.0,2.0
2728,2.0,1.0
3393,0.0,2.0
3442,1.0,1.0
3298,1.0,1.0
2319,2.0,1.0
2115,0.0,2.0
2358,0.0,1.0
3737,0.0,3.0
2261,3.0,1.0
3751,0.0,1.0
2714,0.0,3.0
3047,0.0,2.0
3231,0.0,1.0
3276,1.0,0.0
3855,0.0,3.0
2424,0.0,2.0
3566,0.0,2.0
2498,1.0,1.0
3257,0.0,3.0
2967,0.0,3.0
3512,0.0,3.0
2451,0.0,3.0
3643,0.0,2.0
2500,0.0,1.0
3401,1.0,0.0
