,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,0.0,0.9266281,2.0,2.0,2.0
2001,0.0,2.0,0.58196104,0.0,1.0,7.0
2002,4.0,1.0,0.25526023,5.0,1.0,2.0
2003,3.0,0.0,0.7131641,6.0,2.0,4.0
2004,2.0,3.0,0.9747895,1.0,4.0,9.0
2005,0.0,1.0,0.94843256,5.0,1.0,1.0
2006,5.0,2.0,0.24186313,7.0,8.0,3.0
2007,2.0,2.0,0.26587808,2.0,3.0,14.0
2008,1.0,2.0,0.59353805,3.0,3.0,5.0
2009,7.0,3.0,0.53267205,2.0,1.0,4.0
2010,2.0,2.0,0.21731675,0.0,0.0,7.0
2011,2.0,1.0,0.4972751,10.0,0.0,2.0
2012,2.0,1.0,0.20083416,2.0,9.0,8.0
2013,2.0,0.0,0.68293595,3.0,2.0,3.0
2014,2.0,0.0,0.24772799,4.0,1.0,4.0
2015,2.0,1.0,0.8948734,1.0,7.0,1.0
2016,4.0,1.0,0.35923088,3.0,3.0,4.0
2017,4.0,2.0,0.6630039,2.0,0.0,7.0
2018,5.0,0.0,0.47589934,5.0,1.0,2.0
2019,4.0,2.0,0.95706856,2.0,1.0,3.0
2020,3.0,1.0,0.6802895,5.0,1.0,3.0
2021,5.0,0.0,0.7251015,4.0,7.0,2.0
2022,2.0,1.0,0.97117364,5.0,1.0,4.0
2023,3.0,0.0,0.16215098,4.0,1.0,4.0
2024,6.0,3.0,0.6947696,3.0,5.0,3.0
2025,2.0,0.0,0.439834,8.0,14.0,4.0
2026,3.0,2.0,0.54758,3.0,9.0,0.0
2027,3.0,1.0,0.61110294,2.0,3.0,0.0
2028,6.0,0.0,0.94230735,4.0,1.0,1.0
2029,5.0,2.0,0.98470986,0.0,0.0,8.0
2030,2.0,0.0,0.08125293,3.0,2.0,1.0
2031,2.0,1.0,0.5964135,4.0,1.0,6.0
2032,6.0,1.0,0.422387,4.0,4.0,8.0
2033,4.0,1.0,0.27453494,5.0,2.0,3.0
2034,3.0,1.0,0.4545238,3.0,4.0,12.0
