,y_hat
478,False
292,False
404,False
365,False
321,False
285,False
435,False
452,False
492,False
412,False
273,False
438,False
455,False
442,False
468,False
476,False
377,False
386,False
366,False
397,False
451,False
446,False
410,False
388,False
363,False
339,False
414,False
282,False
419,False
477,False
364,False
387,False
278,False
345,False
383,False
467,False
384,False
360,False
331,False
347,False
288,False
255,False
431,False
394,False
357,False
268,False
482,False
381,False
436,False
300,False
296,False
370,False
310,False
281,False
298,False
283,False
284,False
458,False
409,False
261,False
378,False
472,False
262,False
415,False
258,False
263,False
423,False
495,False
271,False
266,False
457,False
307,False
305,False
376,False
327,False
299,False
489,False
346,False
328,False
448,False
267,False
464,False
480,False
317,False
309,False
291,False
349,False
488,False
342,False
335,False
395,False
426,False
462,False
486,False
427,False
315,False
420,False
260,False
375,False
421,False
