,years_experience,degree,nr_commits,nr_languages,nr_stars
392,0.0,0.0,1996.0,0.0,1.0
226,0.0,0.0,996.0,0.0,1.0
272,0.0,0.0,969.0,0.0,4.0
399,0.0,0.0,1014.0,0.0,5.0
368,0.0,0.0,1001.0,0.0,0.0
313,0.0,0.0,985.0,0.0,7.0
354,0.0,0.0,1997.0,0.0,0.0
268,0.0,0.0,991.0,0.0,6.0
242,0.0,0.0,3025.0,-8.0,0.0
250,0.0,0.0,5027.0,2.0,0.0
377,0.0,0.0,998.0,0.0,4.0
306,0.0,0.0,1016.0,-4.0,1.0
281,0.0,0.0,3000.0,0.0,6.0
254,0.0,0.0,1988.0,0.0,1.0
317,0.0,0.0,1995.0,0.0,0.0
237,0.0,0.0,3011.0,0.0,4.0
397,0.0,0.0,1988.0,0.0,6.0
249,0.0,0.0,991.0,0.0,9.0
275,0.0,0.0,2007.0,0.0,7.0
294,0.0,0.0,991.0,0.0,7.0
351,0.0,0.0,1987.0,0.0,0.0
217,0.0,0.0,991.0,1.0,5.0
332,0.0,0.0,997.0,0.0,9.0
231,0.0,0.0,995.0,0.0,0.0
297,0.0,0.0,994.0,0.0,1.0
262,0.0,0.0,1003.0,0.0,5.0
282,0.0,0.0,1997.0,0.0,6.0
345,0.0,0.0,0.0,0.0,5.0
214,0.0,0.0,1006.0,0.0,5.0
266,0.0,0.0,1011.0,0.0,0.0
366,0.0,0.0,2006.0,0.0,0.0
300,0.0,0.0,2008.0,-1.0,5.0
389,0.0,0.0,1002.0,2.0,4.0
307,0.0,0.0,1989.0,0.0,1.0
371,0.0,0.0,2010.0,0.0,0.0
221,0.0,0.0,3002.0,0.0,0.0
357,0.0,0.0,1998.0,0.0,0.0
248,0.0,0.0,4005.0,0.0,0.0
382,0.0,0.0,1997.0,0.0,0.0
286,0.0,0.0,984.0,-7.0,4.0
239,0.0,0.0,3016.0,0.0,0.0
238,0.0,0.0,0.0,0.0,8.0
223,0.0,0.0,2000.0,1.0,0.0
344,0.0,0.0,0.0,2.0,7.0
218,0.0,0.0,1012.0,0.0,7.0
253,0.0,0.0,2013.0,0.0,0.0
241,0.0,0.0,1999.0,0.0,3.0
346,0.0,0.0,1999.0,0.0,0.0
234,0.0,0.0,2019.0,0.0,0.0
394,0.0,0.0,-3.0,1.0,1.0
