,y
2802,0.0
3616,1.0
3694,1.0
2359,1.0
3858,1.0
2743,1.0
2925,1.0
3401,0.0
2317,1.0
2749,1.0
3867,1.0
3003,1.0
2896,1.0
2970,1.0
3761,1.0
3679,1.0
3468,0.0
3197,1.0
2741,1.0
2845,1.0
3757,1.0
3639,1.0
3189,0.0
3799,1.0
3767,1.0
2854,1.0
3571,1.0
3676,1.0
2683,0.0
2494,1.0
3982,1.0
2240,1.0
3145,1.0
3966,1.0
2381,1.0
3269,1.0
3082,1.0
3005,1.0
3657,0.0
3287,1.0
2649,1.0
2336,1.0
2386,1.0
3875,1.0
2930,1.0
2048,1.0
3415,0.0
2155,0.0
3056,1.0
2978,0.0
2181,1.0
2475,1.0
3357,1.0
2337,1.0
3730,1.0
3964,1.0
3080,1.0
2737,1.0
2921,1.0
3296,1.0
2001,1.0
2044,1.0
2570,1.0
2038,1.0
2086,1.0
3263,1.0
3830,1.0
2286,1.0
2601,1.0
3046,0.0
2818,1.0
3109,1.0
2140,0.0
3077,1.0
2309,1.0
3277,1.0
3658,1.0
2308,1.0
3345,1.0
2563,1.0
3807,0.0
3475,1.0
2730,1.0
2503,1.0
3496,1.0
3381,1.0
2529,1.0
3252,1.0
2103,1.0
2605,1.0
3534,1.0
2301,1.0
2260,1.0
3579,0.0
2629,1.0
3608,1.0
3958,1.0
2123,1.0
2171,1.0
3690,1.0
2546,1.0
3237,1.0
3881,1.0
3980,1.0
3242,1.0
2803,1.0
3896,1.0
3397,1.0
2122,1.0
3474,0.0
3165,1.0
3717,1.0
2753,1.0
3152,1.0
2619,1.0
2607,1.0
2444,1.0
3760,1.0
3977,1.0
3983,1.0
3187,1.0
3223,1.0
2998,1.0
3022,1.0
2082,1.0
2722,1.0
3461,1.0
2929,1.0
2624,0.0
2413,0.0
3960,1.0
2669,1.0
3367,1.0
2758,1.0
3462,0.0
2738,1.0
3775,1.0
2621,1.0
2994,1.0
2192,1.0
3428,1.0
2567,1.0
2069,1.0
3142,1.0
3481,1.0
3348,1.0
3014,1.0
3206,1.0
3620,1.0
3866,1.0
2220,1.0
2864,1.0
3752,1.0
3377,0.0
2685,1.0
2097,1.0
2291,1.0
2292,1.0
2182,1.0
3061,0.0
2599,1.0
3437,1.0
3532,1.0
2651,1.0
2440,1.0
3258,1.0
2020,1.0
2767,0.0
3266,1.0
3398,1.0
3831,1.0
2259,0.0
3444,1.0
3861,1.0
2203,1.0
2710,0.0
2721,1.0
2918,0.0
2905,1.0
3051,1.0
2179,1.0
2057,1.0
3870,1.0
3591,1.0
3177,1.0
2636,1.0
2068,0.0
2852,1.0
2825,1.0
2455,0.0
2665,1.0
3372,1.0
3971,0.0
3625,1.0
2452,1.0
3857,1.0
2598,1.0
2580,1.0
2939,1.0
2366,1.0
