,y_hat
1202,False
1658,False
1267,False
1855,False
1528,False
1970,False
1331,False
1002,False
1858,False
1133,False
1746,False
1485,False
1055,False
1314,False
1319,False
1598,False
1344,False
1290,False
1741,False
1212,False
1242,False
1103,False
1911,False
1182,False
1387,False
1446,False
1313,False
1397,False
1535,False
1814,False
1552,False
1585,False
1817,False
1302,False
1410,False
1574,False
1938,False
1258,False
1529,False
1219,False
1111,False
1072,False
1291,False
1184,False
1731,False
1517,False
1954,False
1420,False
1206,False
1697,False
1495,False
1150,False
1827,False
1934,False
1159,False
1201,False
1907,False
1004,False
1462,False
1651,False
1443,False
1587,False
1807,False
1735,False
1973,False
1742,False
1786,False
1216,False
1696,False
1888,False
1660,False
1458,False
1093,False
1245,False
1532,False
1036,False
1356,False
1369,False
1084,False
1839,False
1293,False
1655,False
1865,False
1991,False
1223,False
1575,False
1191,False
1076,False
1650,False
1931,False
1859,False
1861,False
1045,False
1537,False
1013,False
1170,False
1225,False
1087,False
1276,False
1968,False
