,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,7.0,2.0,0.85473526,1.0,12.0,2.0
2001,5.0,1.0,0.47497118,3.0,2.0,5.0
2002,3.0,0.0,0.42078948,1.0,3.0,7.0
2003,4.0,0.0,0.7990496,2.0,2.0,3.0
2004,6.0,0.0,0.011036277,5.0,2.0,3.0
2005,2.0,0.0,0.6166878,5.0,5.0,4.0
2006,4.0,0.0,0.74152076,6.0,1.0,3.0
2007,5.0,0.0,0.9580356,2.0,3.0,1.0
2008,0.0,2.0,0.69879925,1.0,8.0,2.0
2009,1.0,1.0,0.7293885,5.0,0.0,1.0
2010,2.0,1.0,0.5580269,5.0,3.0,4.0
2011,2.0,0.0,0.39503348,2.0,4.0,4.0
2012,1.0,2.0,0.16340768,5.0,5.0,6.0
2013,4.0,0.0,0.08492422,7.0,0.0,4.0
2014,4.0,0.0,0.30873775,2.0,1.0,11.0
2015,4.0,1.0,0.7059089,6.0,0.0,8.0
2016,3.0,0.0,0.97121966,1.0,1.0,3.0
2017,1.0,0.0,0.7492243,3.0,5.0,4.0
2018,6.0,3.0,0.50809085,0.0,1.0,5.0
2019,1.0,2.0,0.5671593,4.0,1.0,0.0
2020,1.0,1.0,0.6510806,4.0,3.0,2.0
2021,4.0,0.0,0.3142836,1.0,3.0,3.0
2022,2.0,0.0,0.027522445,2.0,5.0,2.0
2023,2.0,0.0,0.5392562,2.0,4.0,2.0
2024,4.0,2.0,0.1852957,3.0,7.0,4.0
2025,6.0,1.0,0.03139186,2.0,0.0,4.0
2026,5.0,1.0,0.8780227,1.0,7.0,3.0
2027,4.0,2.0,0.26226652,7.0,8.0,3.0
2028,5.0,2.0,0.48248374,10.0,0.0,6.0
2029,7.0,0.0,0.6664717,2.0,1.0,12.0
2030,5.0,0.0,0.98771775,3.0,2.0,1.0
2031,2.0,2.0,0.1763531,4.0,1.0,3.0
2032,7.0,0.0,0.44739807,8.0,0.0,5.0
2033,4.0,2.0,0.6278837,2.0,4.0,2.0
2034,5.0,0.0,0.35774064,0.0,0.0,3.0
2035,2.0,0.0,0.05822742,5.0,7.0,1.0
2036,0.0,2.0,0.524513,4.0,4.0,8.0
2037,1.0,0.0,0.77470005,2.0,8.0,7.0
2038,12.0,2.0,0.48932147,0.0,1.0,2.0
2039,1.0,0.0,0.56922626,10.0,2.0,2.0
