,0
876,0.0
630,0.0
991,0.0
874,1.0
658,1.0
527,1.0
638,0.0
845,0.0
981,0.0
935,1.0
787,1.0
848,0.0
649,0.0
802,0.0
684,0.0
747,0.0
917,1.0
600,0.0
960,1.0
905,0.0
552,1.0
855,1.0
889,0.0
982,0.0
637,1.0
660,0.0
771,1.0
596,0.0
662,1.0
695,0.0
575,1.0
570,0.0
954,1.0
584,1.0
853,0.0
654,0.0
545,0.0
980,0.0
672,0.0
690,1.0
962,1.0
512,0.0
650,0.0
719,0.0
957,1.0
656,1.0
807,0.0
977,1.0
535,0.0
693,1.0
657,0.0
792,0.0
538,0.0
939,1.0
861,0.0
824,0.0
530,0.0
946,1.0
825,0.0
661,0.0
580,0.0
622,0.0
871,1.0
734,1.0
670,0.0
568,0.0
810,1.0
798,1.0
715,0.0
790,0.0
784,0.0
744,1.0
586,1.0
725,0.0
706,1.0
942,1.0
972,0.0
675,0.0
760,0.0
959,1.0
651,1.0
920,0.0
659,0.0
785,1.0
928,1.0
770,0.0
626,0.0
990,1.0
644,0.0
812,0.0
746,1.0
816,0.0
663,0.0
997,0.0
546,0.0
846,0.0
560,0.0
849,0.0
862,0.0
627,1.0
