,y_hat
1993,False
1091,False
1588,False
1966,False
1864,False
1270,False
1758,False
1449,False
1386,False
1428,False
1666,False
1226,False
1044,False
1647,False
1126,False
1156,False
1359,False
1375,False
1330,False
1014,False
1337,False
1353,False
1220,False
1730,False
1992,False
1980,False
1711,False
1336,False
1634,False
1483,False
1792,False
1257,False
1371,False
1622,False
1693,False
1512,False
1486,False
1473,False
1010,False
1777,False
1051,False
1973,False
1926,False
1182,False
1549,False
1579,False
1828,False
1733,False
1147,False
1202,False
1671,False
1965,False
1858,False
1593,False
1127,False
1539,False
1460,False
1233,False
1253,False
1286,False
1260,False
1680,False
1627,False
1382,False
1372,False
1863,False
1840,False
1882,False
1170,False
1279,False
1374,False
1109,False
1533,False
1629,False
1612,False
1467,False
1524,False
1334,False
1288,False
1000,False
1959,False
1889,False
1070,False
1741,False
1501,False
1626,False
1171,False
1495,False
1476,False
1193,False
1299,False
1459,False
1930,False
1923,False
1479,False
1047,False
1420,False
1960,False
1012,False
1896,False
