,y_hat
1253,False
1523,False
1459,False
1621,False
1418,False
1310,False
1026,False
1560,False
1811,False
1791,False
1690,False
1081,False
1177,False
1973,False
1223,False
1344,False
1532,False
1133,False
1675,False
1313,False
1901,False
1708,False
1983,False
1864,False
1254,False
1361,False
1485,False
1914,False
1369,False
1607,False
1681,False
1820,False
1632,False
1111,False
1281,False
1953,False
1935,False
1060,False
1807,False
1991,False
1899,False
1360,False
1016,False
1431,False
1941,False
1398,False
1610,False
1289,False
1771,False
1723,False
1168,False
1077,False
1806,False
1707,False
1295,False
1629,False
1118,False
1585,False
1346,False
1535,False
1504,False
1740,False
1030,False
1858,False
1823,False
1922,False
1606,False
1625,False
1376,False
1870,False
1961,False
1443,False
1773,False
1717,False
1320,False
1841,False
1998,False
1293,False
1650,False
1386,False
1923,False
1075,False
1569,False
1697,False
1995,False
1372,False
1503,False
1679,False
1257,False
1189,False
1540,False
1370,False
1568,False
1231,False
1084,False
1989,False
1733,False
1291,False
1517,False
1433,False
