,senior-level_skill
3022,0.0
2284,0.0
2632,0.0
3127,0.0
2519,0.0
2406,0.0
3846,0.0
3140,0.0
3229,0.0
2219,0.0
3557,1.0
3201,0.0
3422,0.0
3212,0.0
2208,0.0
2920,0.0
2603,0.0
3890,0.0
2983,0.0
3542,0.0
2860,0.0
3237,0.0
3621,0.0
2002,0.0
3456,0.0
3207,0.0
3709,0.0
3261,0.0
3380,0.0
3945,0.0
2877,0.0
2037,0.0
2477,0.0
3737,0.0
3771,0.0
3416,0.0
2385,0.0
3793,0.0
3592,0.0
3680,0.0
2856,0.0
2587,0.0
2044,0.0
3091,0.0
3054,0.0
2569,0.0
3032,0.0
2765,0.0
2790,0.0
3613,0.0
3303,0.0
2753,0.0
3774,0.0
3730,0.0
2657,0.0
2957,0.0
2589,0.0
3033,0.0
3358,0.0
2686,0.0
2687,0.0
3255,0.0
2871,0.0
3477,0.0
3788,0.0
2921,0.0
3198,0.0
3614,0.0
3701,0.0
2939,0.0
3787,0.0
3633,0.0
2135,0.0
3841,0.0
2557,0.0
3743,0.0
3747,0.0
2610,0.0
2084,0.0
3015,0.0
3153,0.0
3218,0.0
3571,0.0
3676,0.0
2942,0.0
2128,0.0
3802,0.0
3462,0.0
2388,0.0
3111,0.0
2270,0.0
2098,0.0
2058,0.0
3327,0.0
2878,0.0
3248,0.0
2499,0.0
3274,0.0
3657,0.0
3986,0.0
3530,0.0
2709,0.0
2533,0.0
2854,0.0
2431,0.0
2631,0.0
3742,0.0
2996,0.0
3434,0.0
2806,0.0
3770,0.0
3506,0.0
3605,0.0
3907,0.0
3639,0.0
3290,0.0
2886,0.0
2376,0.0
3078,0.0
2738,0.0
2314,0.0
3641,0.0
2225,0.0
3447,0.0
3162,0.0
3210,0.0
3163,0.0
3813,0.0
2062,0.0
3998,0.0
2069,0.0
3930,0.0
2599,0.0
2349,0.0
2263,0.0
3445,0.0
2683,0.0
3123,0.0
3012,0.0
3960,0.0
3863,0.0
2279,0.0
3216,0.0
2734,0.0
2810,0.0
2022,0.0
2249,0.0
3343,0.0
3297,0.0
2287,0.0
2035,0.0
2553,0.0
3851,0.0
2969,0.0
2046,0.0
2842,0.0
2340,0.0
2515,0.0
3628,0.0
3750,0.0
3660,0.0
3995,0.0
2933,0.0
2989,0.0
3165,0.0
3415,0.0
3618,0.0
2283,0.0
2143,0.0
2009,0.0
3807,0.0
2053,0.0
3186,0.0
2318,0.0
3291,0.0
2697,0.0
3068,0.0
2113,0.0
2172,0.0
3634,0.0
3205,0.0
3286,0.0
3075,0.0
2899,0.0
3005,0.0
2652,0.0
3341,0.0
3152,0.0
2238,0.0
2298,0.0
2548,0.0
2409,0.0
2696,0.0
3330,0.0
2772,0.0
3974,0.0
2206,0.0
3011,0.0
2594,0.0
3892,0.0
