,years_experience,degree,nr_commits,nr_languages,nr_stars
0,3.0,0.0,32.0,7.0,4.0
1,2.0,2.0,2029.0,8.0,17.0
2,1.0,0.0,16.0,0.0,3.0
3,4.0,2.0,4046.0,7.0,19.0
4,2.0,2.0,2023.0,2.0,11.0
5,0.0,0.0,5.0,3.0,3.0
6,5.0,1.0,5057.0,1.0,14.0
7,4.0,2.0,4048.0,8.0,13.0
8,3.0,0.0,32.0,2.0,3.0
9,3.0,2.0,3034.0,4.0,12.0
10,5.0,1.0,5052.0,3.0,17.0
11,3.0,0.0,35.0,4.0,1.0
12,2.0,2.0,2026.0,7.0,15.0
13,4.0,0.0,4043.0,9.0,11.0
14,3.0,1.0,3037.0,3.0,11.0
15,1.0,0.0,14.0,1.0,3.0
16,2.0,0.0,23.0,12.0,6.0
17,1.0,0.0,13.0,0.0,2.0
18,3.0,0.0,37.0,9.0,4.0
19,1.0,3.0,1015.0,7.0,13.0
20,2.0,0.0,21.0,2.0,1.0
21,2.0,0.0,25.0,1.0,1.0
22,1.0,1.0,14.0,5.0,1.0
23,6.0,0.0,6062.0,4.0,14.0
24,3.0,0.0,3033.0,3.0,19.0
25,1.0,0.0,14.0,1.0,2.0
26,1.0,0.0,16.0,3.0,1.0
27,2.0,1.0,2022.0,3.0,15.0
28,1.0,1.0,15.0,7.0,2.0
29,5.0,2.0,5054.0,1.0,22.0
30,2.0,0.0,28.0,1.0,4.0
31,0.0,2.0,4.0,0.0,1.0
32,3.0,2.0,3031.0,11.0,11.0
33,7.0,3.0,7079.0,3.0,14.0
34,2.0,2.0,2026.0,4.0,12.0
35,3.0,0.0,36.0,3.0,2.0
36,4.0,2.0,4045.0,3.0,14.0
37,1.0,2.0,1011.0,24.0,15.0
38,1.0,0.0,17.0,2.0,2.0
39,1.0,0.0,12.0,3.0,9.0
40,1.0,0.0,13.0,1.0,1.0
41,1.0,0.0,15.0,4.0,2.0
42,0.0,1.0,8.0,10.0,11.0
43,2.0,3.0,2025.0,1.0,15.0
44,5.0,0.0,5053.0,1.0,12.0
45,5.0,0.0,5052.0,9.0,13.0
46,4.0,2.0,4044.0,6.0,10.0
47,7.0,3.0,7073.0,5.0,21.0
48,2.0,3.0,2023.0,2.0,14.0
49,5.0,1.0,5055.0,8.0,19.0
50,2.0,2.0,2021.0,3.0,12.0
51,2.0,3.0,2023.0,10.0,17.0
52,1.0,1.0,13.0,9.0,3.0
53,4.0,1.0,4048.0,12.0,12.0
54,5.0,0.0,5050.0,6.0,11.0
55,2.0,0.0,23.0,11.0,1.0
56,3.0,2.0,3036.0,6.0,16.0
57,1.0,0.0,13.0,0.0,5.0
58,4.0,1.0,4044.0,3.0,12.0
59,2.0,0.0,22.0,7.0,4.0
60,2.0,2.0,2023.0,5.0,15.0
61,0.0,0.0,4.0,6.0,4.0
62,2.0,0.0,22.0,2.0,7.0
63,2.0,0.0,22.0,0.0,4.0
64,5.0,0.0,5059.0,5.0,12.0
65,3.0,0.0,3032.0,5.0,11.0
66,5.0,2.0,5053.0,3.0,14.0
67,2.0,0.0,26.0,3.0,0.0
68,2.0,2.0,2025.0,15.0,15.0
69,6.0,0.0,6063.0,7.0,14.0
70,4.0,2.0,4046.0,10.0,18.0
71,3.0,0.0,34.0,11.0,2.0
72,2.0,2.0,2023.0,2.0,15.0
73,13.0,1.0,13132.0,4.0,14.0
74,3.0,0.0,3036.0,3.0,18.0
75,1.0,0.0,13.0,4.0,6.0
76,1.0,2.0,14.0,7.0,5.0
77,1.0,0.0,19.0,5.0,5.0
78,8.0,0.0,8084.0,3.0,18.0
79,5.0,2.0,5055.0,13.0,14.0
80,0.0,2.0,3.0,4.0,1.0
81,1.0,2.0,1013.0,4.0,12.0
82,5.0,0.0,5051.0,11.0,15.0
83,7.0,1.0,7077.0,1.0,15.0
84,5.0,0.0,5053.0,10.0,14.0
85,4.0,2.0,4042.0,5.0,20.0
86,2.0,0.0,23.0,2.0,7.0
87,2.0,0.0,23.0,7.0,2.0
88,2.0,2.0,2027.0,9.0,13.0
89,0.0,0.0,7.0,3.0,4.0
90,1.0,0.0,12.0,1.0,4.0
91,3.0,0.0,35.0,5.0,3.0
92,8.0,3.0,8080.0,1.0,12.0
93,3.0,2.0,3036.0,3.0,10.0
94,4.0,1.0,4043.0,3.0,13.0
95,0.0,0.0,5.0,0.0,3.0
96,2.0,2.0,2024.0,6.0,13.0
97,0.0,2.0,2.0,3.0,7.0
98,1.0,2.0,1014.0,3.0,16.0
99,2.0,0.0,28.0,0.0,3.0
100,2.0,1.0,2022.0,3.0,12.0
101,5.0,3.0,5051.0,1.0,22.0
102,4.0,0.0,4046.0,4.0,14.0
103,0.0,3.0,5.0,2.0,13.0
104,4.0,0.0,4048.0,2.0,13.0
105,4.0,0.0,4047.0,1.0,18.0
106,7.0,3.0,7072.0,2.0,17.0
107,2.0,2.0,2025.0,13.0,11.0
108,3.0,2.0,3033.0,4.0,11.0
109,0.0,0.0,4.0,4.0,2.0
110,9.0,0.0,9095.0,3.0,11.0
111,2.0,0.0,26.0,2.0,5.0
112,1.0,3.0,1011.0,1.0,13.0
113,1.0,3.0,1014.0,14.0,12.0
114,2.0,0.0,25.0,7.0,2.0
115,6.0,2.0,6063.0,4.0,12.0
116,2.0,0.0,26.0,2.0,3.0
117,2.0,0.0,21.0,7.0,2.0
118,5.0,1.0,5051.0,2.0,16.0
119,5.0,0.0,5051.0,1.0,14.0
120,7.0,1.0,7072.0,5.0,14.0
121,1.0,0.0,11.0,10.0,2.0
122,0.0,0.0,2.0,3.0,1.0
123,5.0,3.0,5058.0,5.0,13.0
124,4.0,2.0,4044.0,2.0,17.0
125,10.0,0.0,10101.0,3.0,11.0
126,4.0,2.0,4044.0,1.0,15.0
127,2.0,2.0,2022.0,4.0,13.0
128,6.0,2.0,6064.0,3.0,13.0
129,5.0,3.0,5052.0,5.0,11.0
130,1.0,1.0,15.0,9.0,11.0
131,4.0,1.0,4043.0,8.0,14.0
132,9.0,0.0,9092.0,3.0,10.0
133,5.0,3.0,5057.0,8.0,16.0
134,1.0,0.0,14.0,2.0,4.0
135,1.0,2.0,1017.0,5.0,11.0
136,2.0,2.0,2028.0,12.0,10.0
137,3.0,0.0,33.0,1.0,3.0
138,2.0,3.0,2028.0,6.0,12.0
139,1.0,0.0,16.0,10.0,10.0
140,6.0,1.0,6062.0,19.0,17.0
141,2.0,2.0,2024.0,5.0,17.0
142,3.0,1.0,3034.0,3.0,11.0
143,4.0,3.0,4042.0,14.0,14.0
144,1.0,3.0,1013.0,7.0,12.0
145,2.0,2.0,2026.0,5.0,14.0
146,0.0,0.0,6.0,2.0,3.0
147,1.0,0.0,12.0,7.0,1.0
148,4.0,3.0,4046.0,3.0,13.0
149,2.0,2.0,2027.0,4.0,12.0
150,4.0,1.0,4042.0,3.0,13.0
151,4.0,0.0,4049.0,3.0,10.0
152,5.0,2.0,5052.0,6.0,16.0
153,1.0,3.0,1016.0,6.0,17.0
154,2.0,0.0,24.0,1.0,2.0
155,1.0,3.0,1012.0,5.0,14.0
156,3.0,0.0,33.0,1.0,2.0
157,3.0,0.0,3036.0,4.0,14.0
158,1.0,0.0,17.0,3.0,4.0
159,1.0,1.0,11.0,7.0,6.0
160,2.0,2.0,2024.0,5.0,11.0
161,1.0,0.0,18.0,1.0,4.0
162,4.0,2.0,4045.0,3.0,13.0
163,2.0,0.0,22.0,4.0,5.0
164,3.0,0.0,36.0,11.0,9.0
165,2.0,1.0,26.0,7.0,0.0
166,3.0,0.0,36.0,3.0,0.0
167,2.0,2.0,2023.0,2.0,11.0
168,5.0,0.0,5056.0,9.0,11.0
169,3.0,0.0,3032.0,1.0,15.0
170,2.0,2.0,2030.0,7.0,16.0
171,1.0,1.0,15.0,2.0,2.0
172,1.0,3.0,1017.0,15.0,18.0
173,4.0,3.0,4043.0,5.0,12.0
174,6.0,0.0,6063.0,2.0,16.0
175,0.0,2.0,6.0,1.0,12.0
176,5.0,2.0,5055.0,1.0,17.0
177,2.0,1.0,21.0,3.0,1.0
178,4.0,2.0,4044.0,7.0,13.0
179,1.0,2.0,1017.0,4.0,11.0
180,9.0,1.0,9095.0,7.0,13.0
181,4.0,3.0,4046.0,1.0,12.0
182,4.0,2.0,4042.0,2.0,15.0
183,5.0,3.0,5055.0,7.0,14.0
184,3.0,0.0,3037.0,10.0,12.0
185,2.0,2.0,2024.0,1.0,17.0
186,2.0,0.0,29.0,5.0,1.0
187,4.0,0.0,4046.0,6.0,11.0
188,3.0,0.0,38.0,10.0,2.0
189,3.0,2.0,3034.0,7.0,15.0
