,0
531,0.0
529,0.0
893,1.0
616,0.0
728,0.0
839,0.0
940,0.0
895,0.0
914,1.0
714,0.0
620,0.0
997,0.0
843,0.0
704,0.0
909,0.0
796,0.0
903,0.0
563,0.0
787,0.0
619,0.0
735,0.0
907,1.0
680,0.0
700,0.0
927,0.0
915,0.0
656,0.0
840,0.0
897,0.0
500,0.0
565,0.0
825,0.0
564,0.0
929,0.0
605,0.0
926,0.0
939,1.0
639,0.0
596,0.0
988,0.0
822,0.0
683,1.0
652,0.0
695,1.0
570,0.0
659,0.0
854,0.0
767,0.0
621,0.0
771,0.0
812,0.0
916,0.0
553,0.0
718,1.0
876,0.0
673,0.0
766,1.0
705,0.0
917,1.0
779,1.0
833,0.0
693,0.0
888,1.0
885,0.0
894,0.0
577,0.0
545,0.0
650,0.0
702,0.0
687,0.0
790,0.0
983,0.0
661,0.0
610,0.0
823,0.0
514,0.0
603,0.0
653,1.0
949,0.0
755,1.0
580,0.0
979,0.0
941,0.0
742,0.0
878,0.0
913,1.0
748,0.0
593,0.0
644,0.0
519,0.0
512,0.0
646,0.0
871,0.0
649,1.0
604,0.0
896,0.0
608,0.0
770,0.0
696,0.0
883,0.0
