,years_experience,degree
396,2.0,1.0
249,0.0,2.0
265,0.0,2.0
373,0.0,2.0
279,2.0,1.0
226,0.0,3.0
224,1.0,1.0
397,1.0,1.0
338,2.0,1.0
327,2.0,1.0
320,0.0,2.0
308,1.0,1.0
295,1.0,1.0
349,1.0,1.0
376,0.0,1.0
319,1.0,3.0
238,1.0,3.0
380,2.0,0.0
361,2.0,0.0
284,0.0,2.0
231,0.0,1.0
399,2.0,0.0
221,1.0,2.0
202,0.0,3.0
288,0.0,1.0
257,2.0,1.0
270,2.0,1.0
245,2.0,0.0
218,0.0,2.0
268,0.0,2.0
289,1.0,2.0
314,0.0,2.0
328,0.0,2.0
211,0.0,1.0
387,1.0,2.0
277,0.0,2.0
247,0.0,2.0
358,1.0,1.0
365,0.0,2.0
290,2.0,0.0
241,1.0,3.0
301,2.0,0.0
225,2.0,0.0
216,0.0,0.0
203,1.0,3.0
303,0.0,0.0
252,0.0,2.0
240,1.0,1.0
201,0.0,2.0
278,0.0,3.0
