,senior-level_skill
2351,0.0
3085,0.0
3421,0.0
2160,0.0
3685,0.0
2770,0.0
2804,0.0
3297,0.0
2671,0.0
3146,0.0
2519,0.0
2895,0.0
2440,0.0
2546,0.0
2226,0.0
3136,0.0
2556,0.0
2761,0.0
2652,0.0
2527,0.0
2127,0.0
2307,0.0
2663,0.0
2944,0.0
3858,0.0
2248,0.0
3771,0.0
2775,0.0
3304,0.0
3878,0.0
2492,0.0
2405,0.0
2172,0.0
3479,0.0
3713,0.0
2904,0.0
3289,0.0
3642,0.0
3041,0.0
3323,0.0
3175,0.0
2953,0.0
3118,0.0
3677,0.0
2181,0.0
2114,0.0
3084,0.0
2931,0.0
2153,0.0
2384,0.0
2433,0.0
2350,0.0
3406,0.0
3430,0.0
2720,0.0
3098,0.0
2750,0.0
3965,0.0
3362,0.0
2231,0.0
3864,0.0
3559,0.0
3873,0.0
2317,0.0
2125,0.0
3576,0.0
3844,0.0
2850,0.0
3514,0.0
3946,0.0
2485,0.0
2526,0.0
2341,0.0
3388,0.0
2284,0.0
2853,0.0
2348,0.0
3350,0.0
2151,0.0
3015,0.0
2218,0.0
2589,0.0
2105,0.0
3604,0.0
2728,0.0
2926,0.0
3271,0.0
2258,0.0
3180,0.0
3312,0.0
2437,0.0
2081,0.0
2619,0.0
3138,0.0
2368,0.0
2626,0.0
3064,0.0
2158,0.0
3339,0.0
3742,0.0
3526,0.0
2319,0.0
3169,0.0
3944,0.0
3643,0.0
2900,0.0
3866,0.0
2975,0.0
3284,0.0
3464,0.0
3629,0.0
3551,0.0
2073,0.0
3360,0.0
2447,0.0
2343,0.0
2782,0.0
3326,0.0
3905,0.0
3386,1.0
3728,0.0
2000,0.0
2787,0.0
2056,0.0
3647,0.0
2165,0.0
3252,0.0
2017,0.0
2315,0.0
3504,0.0
3773,0.0
3428,0.0
3493,0.0
3966,0.0
2802,0.0
2580,0.0
2499,0.0
3137,0.0
2893,0.0
3028,0.0
3112,0.0
2489,0.0
3700,0.0
2400,0.0
3817,0.0
3113,0.0
2834,0.0
2998,0.0
2820,0.0
2234,0.0
3422,0.0
3154,0.0
3222,0.0
3804,0.0
3310,0.0
3285,0.0
2507,0.0
3594,0.0
2124,0.0
2539,0.0
3425,0.0
2362,0.0
2495,0.0
2624,0.0
2698,0.0
2550,0.0
3513,0.0
3119,0.0
2070,0.0
2995,0.0
2494,0.0
3351,0.0
3306,0.0
3235,0.0
3047,0.0
2246,0.0
2057,0.0
2864,0.0
2851,0.0
2830,0.0
2942,0.0
2868,0.0
2214,0.0
2210,0.0
2749,0.0
3128,0.0
3550,0.0
2976,0.0
3174,0.0
2948,0.0
2966,0.0
3042,0.0
3745,0.0
3552,0.0
2603,0.0
3985,0.0
3438,0.0
3269,0.0
2161,0.0
2014,0.0
