,0
758,0.0
673,0.0
637,0.0
911,0.0
914,1.0
968,1.0
726,1.0
896,0.0
831,0.0
607,1.0
652,1.0
863,0.0
503,0.0
515,0.0
984,0.0
553,0.0
623,0.0
525,0.0
529,0.0
536,0.0
795,1.0
948,0.0
900,1.0
538,0.0
904,0.0
708,0.0
985,0.0
767,1.0
670,0.0
808,0.0
719,0.0
621,0.0
788,0.0
674,0.0
516,0.0
710,0.0
864,0.0
535,1.0
804,0.0
972,1.0
732,0.0
616,1.0
765,0.0
746,1.0
532,0.0
828,0.0
961,1.0
668,1.0
569,1.0
928,0.0
822,0.0
897,0.0
511,0.0
533,0.0
560,0.0
881,1.0
816,0.0
666,1.0
698,0.0
954,1.0
577,0.0
787,0.0
725,1.0
501,0.0
742,0.0
859,0.0
868,0.0
830,0.0
943,1.0
552,0.0
805,0.0
952,1.0
803,0.0
778,0.0
570,1.0
871,1.0
634,0.0
927,0.0
643,0.0
936,1.0
558,0.0
872,1.0
583,0.0
856,0.0
545,0.0
693,1.0
876,1.0
507,0.0
513,0.0
839,0.0
687,0.0
973,1.0
626,0.0
969,0.0
638,1.0
857,0.0
619,0.0
519,0.0
825,0.0
855,0.0
