,h_post,h_post_individualized
1326,0.5607448,
1240,0.72907895,
1301,0.5522966,
1979,0.6036309,
1443,0.63413435,
1457,0.5133996,
1239,0.58166146,
1809,0.6769903,
1000,0.53328097,
1204,0.72907895,
1084,0.72907895,
1483,0.6318128,
1089,0.72907895,
1296,0.72907895,
1048,0.63821197,
1036,0.7253025,
1146,0.72907895,
1010,0.7007841,
1622,0.57171017,
1952,0.5275091,
1507,0.6459097,
1685,0.5920638,
1662,0.7261893,
1439,0.72907895,
1319,0.72907895,
1256,0.56344527,
1904,0.722945,
1072,0.6675432,
1051,0.5404255,
1693,0.5107057,
1759,0.72907895,
1842,0.7031504,
1299,0.72907895,
1145,0.72907895,
1272,0.50700843,
1978,0.5834394,
1772,0.72907895,
1353,0.53333104,
1683,0.6558271,
1851,0.59310687,
1889,0.72618294,
1695,0.534537,
1668,0.72907895,
1316,0.72907895,
1554,0.72638345,
1879,0.53820866,
1488,0.72907895,
1288,0.6688297,
1428,0.51679945,
1959,0.5488399,
1111,0.72907895,
1900,0.7226849,
1578,0.57145053,
1579,0.7238627,
1768,0.72907895,
1157,0.5144278,
1954,0.54835844,
1093,0.5007062,
1099,0.51766026,
1042,0.72907895,
1804,0.72907895,
1627,0.70465976,
1680,0.61182606,
1717,0.72907895,
1437,0.72561127,
1098,0.7242535,
1403,0.6313751,
1637,0.62787175,
1747,0.72907895,
1529,0.7131053,
1981,0.72870576,
1894,0.59128565,
1874,0.5108951,
1704,0.56016064,
1659,0.5960277,
1612,0.5909418,
1091,0.72907895,
1267,0.70522994,
1295,0.72907895,
1193,0.54896045,
1179,0.5494237,
1375,0.72907895,
1568,0.5637691,
1351,0.6456442,
1542,0.5716073,
1502,0.5846809,
1688,0.6675323,
1549,0.5315959,
1513,0.72907895,
1829,0.7219722,
1975,0.5897602,
1966,0.7290662,
1642,0.72907895,
1206,0.72907895,
1562,0.72907895,
1452,0.72907895,
1930,0.5235568,
1977,0.72024745,
1873,0.7069424,
1114,0.72907895,
