ix,goal_cost,intv_cost
1347,0.954,2.2
1205,0.972,1.2
1651,0.954,17.8
1369,0.969,2.1
1324,0.972000002861023,1.0
1519,0.951,6.3999999999999995
1752,0.953,3.0999999999999996
1961,0.959,3.4000000000000004
1933,0.954,7.4
1983,0.957,2.1
1990,0.952,4.199999999999999
1985,0.953,11.7
1852,0.953,3.1
1677,0.959,2.8
1723,0.955,11.7
1725,0.959,2.1
1898,0.955,5.8
1764,0.956,2.3
1886,0.955,7.5
1257,0.963,3.4000000000000004
1293,0.974,3.5
1675,0.954,7.699999999999999
1968,0.953,6.4
1443,0.9559999704360962,5.0
1036,0.955,8.0
1998,0.951,14.1
1697,0.952,11.100000000000001
1302,0.954,15.5
1103,0.955,7.0
1955,0.953,3.2
1996,0.953,3.5
1668,0.955,6.800000000000001
1184,0.956,1.5
1373,0.9549999833106995,2.5
1234,0.953,9.3
1798,0.961,4.6
1625,0.952,5.8
1870,0.957,2.2
1447,0.954,5.1
1895,0.954,5.8
1317,0.953,3.5
1438,0.955,7.1
1819,0.969,2.9
1624,0.953,2.9
1320,0.953,10.4
1646,0.953,7.4
1179,0.959,3.6999999999999997
1289,0.955,15.600000000000001
1662,0.96,0.8
1773,0.955,7.699999999999999
1978,0.953,2.2
1087,0.955,9.8
1009,0.951,2.9000000000000004
1362,0.953,15.100000000000001
1284,0.954,7.8
1690,0.952,2.0
1143,0.956,0.8
1817,0.952,4.2
1940,0.952,6.8
1379,0.955,13.3
1896,0.954,13.399999999999999
1287,0.953,4.300000000000001
1742,0.953,7.4
1472,0.952,3.5
1470,0.953,8.5
1576,0.952,5.1
1276,0.952,7.0
1057,0.954,6.6
1420,0.953,9.899999999999999
1865,0.953,2.1
1585,0.952,4.1
1928,0.954,2.9
1627,0.952,11.0
1873,0.983,2.9
1072,0.962,1.1
1770,0.951,3.1
1504,0.955,6.7
1033,0.951,4.9
1807,0.962,1.3
1806,0.955,4.699999999999999
1906,0.991,2.4
1610,0.955,7.6
1178,0.9610000252723694,2.5
1203,0.966,1.3
1329,0.952,7.2
1361,0.954,2.0
1431,0.954,5.2
1953,0.955,8.899999999999999
1977,0.952,8.8
1716,0.952,1.9000000000000001
1535,0.954,3.4
1067,0.952,6.6
1923,0.952,10.3
1348,0.954,4.1000000000000005
1593,0.983,1.3
1658,0.953,10.4
1186,0.955,6.6
1028,0.952,9.9
1736,0.955,4.9
1659,0.952,9.7
