,0
786,0.0
927,0.0
955,1.0
862,0.0
502,0.0
822,0.0
605,0.0
939,0.0
755,1.0
752,1.0
592,0.0
631,0.0
731,0.0
702,0.0
610,0.0
584,0.0
758,0.0
663,0.0
674,1.0
891,0.0
883,0.0
953,0.0
873,0.0
791,0.0
696,0.0
827,0.0
967,1.0
975,1.0
596,1.0
766,0.0
858,0.0
632,0.0
896,1.0
946,1.0
594,0.0
842,1.0
540,1.0
832,1.0
739,0.0
843,1.0
622,0.0
536,0.0
960,0.0
995,0.0
677,0.0
979,0.0
748,0.0
885,0.0
686,0.0
735,0.0
986,0.0
852,0.0
546,0.0
770,0.0
901,0.0
761,0.0
947,0.0
704,0.0
795,0.0
509,0.0
668,1.0
798,0.0
962,0.0
595,0.0
537,0.0
518,0.0
715,0.0
874,0.0
654,1.0
630,1.0
604,0.0
673,0.0
936,0.0
724,0.0
585,1.0
685,0.0
846,1.0
578,0.0
920,1.0
746,0.0
538,1.0
613,0.0
506,0.0
811,0.0
722,1.0
905,1.0
527,0.0
737,0.0
809,0.0
904,0.0
826,0.0
611,1.0
951,1.0
893,0.0
580,0.0
564,0.0
619,0.0
603,0.0
994,0.0
560,0.0
