,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.75,0.15000000596046448,0.93,0.79,"[1.0, 1.0]",100.0,0.5,individualized,improvement,0,,0.9239999651908875,3.660300004549325
1,1.0,0.75,0.75,0.25999999046325684,0.1599999964237213,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,individualized,acceptance,0,,0.5879999399185181,3.436900003337115
2,1.0,0.75,0.75,0.28999999165534973,0.18000000715255737,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,individualized,counterfactual,0,,0.6079999804496765,2.678999999684095
3,1.0,0.75,0.75,0.7400000095367432,0.20000000298023224,0.87,,"[1.0, 1.0]",100.0,0.5,subpopulation,improvement,0,,0.8500000238418579,3.1303000044673683
4,1.0,0.75,0.75,0.30000001192092896,0.1899999976158142,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,subpopulation,acceptance,0,,0.6260000467300415,2.7574999969348313
5,1.0,0.75,0.75,0.7799999713897705,0.1599999964237213,0.86,0.85,"[1.0, 1.0]",100.0,0.5,individualized,improvement,1,,0.8579999804496765,3.805899998420478
6,1.0,0.75,0.75,0.25,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,individualized,acceptance,1,,0.5759999752044678,3.7906999971866604
7,1.0,0.75,0.75,0.28999999165534973,0.12999999523162842,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,individualized,counterfactual,1,,0.5900000333786011,2.8265999994836744
8,1.0,0.75,0.75,0.7599999904632568,0.14000000059604645,0.75,,"[1.0, 1.0]",100.0,0.5,subpopulation,improvement,1,,0.7760000228881836,3.975500002373009
9,1.0,0.75,0.75,0.3100000023841858,0.15000000596046448,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,subpopulation,acceptance,1,,0.593999981880188,2.688300001616777
10,1.0,0.75,0.75,0.8199999928474426,0.2199999988079071,0.95,0.84,"[1.0, 1.0]",100.0,0.5,individualized,improvement,2,,0.9340000152587891,3.7335000000201166
11,1.0,0.75,0.75,0.3199999928474426,0.17000000178813934,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,individualized,acceptance,2,,0.5640000104904175,3.5460000003762544
12,1.0,0.75,0.75,0.30000001192092896,0.18000000715255737,1.0,,"[1.0, 1.0, 1.0]",100.0,0.5,individualized,counterfactual,2,,0.6039999723434448,2.4495999992087487
13,1.0,0.75,0.75,0.7099999785423279,0.2199999988079071,0.83,,"[1.0, 1.0]",100.0,0.5,subpopulation,improvement,2,,0.8180000185966492,3.5630000018008054
14,1.0,0.75,0.75,0.3700000047683716,0.20999999344348907,0.99,,"[1.0, 1.0, 1.0]",100.0,0.5,subpopulation,acceptance,2,,0.6200000047683716,
