,senior-level_skill
2168,1.0
2909,1.0
3784,1.0
3012,1.0
2891,1.0
2269,1.0
3309,1.0
2463,1.0
2983,1.0
3413,1.0
3783,1.0
3600,1.0
2017,1.0
3155,1.0
2221,1.0
2910,1.0
3450,1.0
3338,1.0
3098,1.0
3156,1.0
2011,1.0
2045,1.0
3549,1.0
2617,1.0
3390,1.0
2511,1.0
2932,1.0
2048,1.0
2353,0.0
2955,1.0
2587,1.0
2808,1.0
3063,1.0
2060,1.0
3330,1.0
3032,1.0
3411,1.0
3899,1.0
3860,1.0
2118,1.0
3271,1.0
3461,1.0
3322,1.0
3798,1.0
2665,1.0
3337,1.0
2278,1.0
2320,1.0
2129,1.0
2864,1.0
3436,1.0
2213,1.0
3051,1.0
2329,1.0
3517,1.0
3073,1.0
3373,1.0
3108,1.0
2721,1.0
3223,1.0
2032,1.0
2685,1.0
2867,1.0
3796,1.0
2972,1.0
3339,1.0
3192,1.0
2203,1.0
3673,1.0
3603,1.0
2576,1.0
3227,1.0
2596,1.0
3764,1.0
3689,1.0
2244,1.0
3636,1.0
2363,1.0
2759,1.0
2824,1.0
2240,1.0
3528,1.0
3889,1.0
2718,1.0
3145,1.0
2510,1.0
3536,1.0
3006,1.0
2980,1.0
2702,0.0
2530,1.0
3210,1.0
2997,1.0
2640,1.0
3008,1.0
3799,1.0
3918,1.0
3282,1.0
2898,1.0
3610,1.0
2603,1.0
2192,1.0
3354,1.0
2145,1.0
3183,1.0
3597,1.0
3111,1.0
3152,1.0
3023,1.0
3645,1.0
3248,1.0
2655,1.0
2207,1.0
2456,1.0
3268,1.0
3406,1.0
3366,1.0
3885,1.0
3102,1.0
2282,1.0
2141,1.0
2080,1.0
2529,1.0
3493,1.0
3503,1.0
2498,1.0
2736,1.0
2008,1.0
3666,1.0
2816,1.0
2093,1.0
2916,1.0
2430,1.0
2247,1.0
2523,1.0
2416,1.0
3977,1.0
2969,1.0
3659,1.0
2941,1.0
2512,1.0
2445,1.0
2683,1.0
3744,1.0
3875,1.0
3593,1.0
2849,1.0
3005,1.0
3995,1.0
3147,1.0
3548,1.0
2671,1.0
2082,1.0
3058,1.0
2633,1.0
3030,1.0
3560,1.0
3214,1.0
2638,1.0
2242,1.0
3087,1.0
3385,0.0
3391,1.0
2966,1.0
3724,1.0
2208,1.0
3100,1.0
3182,1.0
3494,1.0
3169,1.0
2142,1.0
2929,1.0
2474,1.0
3887,1.0
3865,1.0
2127,1.0
3627,1.0
3946,1.0
2150,1.0
2263,1.0
2592,1.0
2294,1.0
3482,1.0
2191,1.0
3538,1.0
3328,1.0
3267,1.0
2871,1.0
2616,1.0
2446,1.0
2551,1.0
2620,1.0
3194,1.0
3830,1.0
3607,1.0
2727,1.0
2095,1.0
3816,1.0
3562,1.0
2461,1.0
