,y_hat
712,False
621,False
543,False
813,False
843,False
803,False
766,False
659,False
833,False
652,False
523,False
954,False
625,False
945,False
778,False
979,False
534,False
723,False
639,False
870,False
852,False
669,False
831,False
588,False
713,False
597,False
616,False
517,False
848,False
904,False
784,False
844,False
800,False
742,False
823,False
678,False
992,False
785,False
849,False
762,False
993,False
807,False
922,False
840,False
769,False
879,False
981,False
752,False
743,False
779,False
680,False
635,False
533,False
999,False
555,False
792,False
871,False
505,False
502,False
944,False
970,False
841,False
986,False
628,False
749,False
918,False
812,False
863,False
775,False
977,False
859,False
968,False
726,False
614,False
855,False
821,False
668,False
524,False
604,False
884,False
953,False
880,False
901,False
705,False
744,False
895,False
847,False
660,False
858,False
759,False
598,False
624,False
798,False
975,False
758,False
675,False
700,False
890,False
818,False
709,False
