r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,0.9962121212121212,,0.9204545815785726,0.03030303120613098,0.9200757575757575,0.0,0.0,0.0,0.006560798513518469,,0.02727276086809422,0.013121597418091014,0.02853004554189479
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9924242424242425,,0.9500000278155009,0.03030303120613098,0.9227272727272728,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.013121597027036937,,0.03301326985109251,0.017358241786088024,0.009019606742265545
subpopulation,acceptance,0.75,0.75,1.0,0.9318181818181818,,0.9401515523592631,0.05681818351149559,1.982183908045977,0.0,0.0,0.0,0.011363636363636409,,0.018370213402552956,0.030065356703569593,0.02519575886986551
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9507575757575758,,0.9492424329121908,0.049242425709962845,0.9484848484848486,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.013121597027036937,,0.014433777377395268,0.006560798709045507,0.022219711175852166
individualized,counterfactual,0.75,0.75,1.0,0.9772727272727272,,0.925000011920929,0.06060606241226196,1.8764367816091951,0.0,0.0,0.0,0.011363636363636354,,0.019813212817763375,0.013121597418091014,0.09727699368348425
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9772727272727272,,0.9272727370262146,0.06060606241226196,0.9200757575757575,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.011363636363636354,,0.033939023367439855,0.013121597418091014,0.02853004554189479
individualized,improvement,0.75,0.75,0.9924242424242425,0.9122257053291536,0.9122257053291536,0.92518283923467,0.9122257033983866,0.9087121212121212,0.0,0.0,0.006560798513518469,0.00635607369937118,0.00635607369937118,0.009371775093986094,0.006356074733596369,0.04401606424756462
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,2.8765151515151515,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.02400750284468321
subpopulation,improvement,0.75,0.75,0.9962121212121212,0.84413096482062,,0.8608324527740479,0.8441309531529745,0.9268939393939394,0.0,0.0,0.006560798513518469,0.005580449310349007,,0.011400777265757764,0.005580476027881937,0.02008290324516895
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.8825757575757575,,0.8863636056582133,0.8825757503509521,2.6363636363636367,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.006560798513518469,,0.011363595724118863,0.006560792256653437,0.17483389401334004
