,y
353,0.0
292,1.0
276,1.0
450,1.0
305,1.0
364,0.0
400,0.0
367,0.0
475,1.0
358,0.0
428,0.0
405,0.0
251,0.0
324,0.0
274,0.0
323,1.0
404,1.0
362,1.0
304,1.0
271,1.0
467,0.0
357,1.0
429,0.0
341,0.0
385,1.0
463,1.0
397,0.0
366,0.0
283,1.0
352,1.0
374,0.0
344,1.0
322,0.0
438,0.0
306,0.0
486,1.0
307,0.0
464,1.0
417,1.0
259,0.0
272,0.0
345,0.0
453,0.0
454,0.0
293,0.0
406,1.0
449,0.0
447,0.0
490,0.0
339,1.0
418,1.0
332,1.0
313,0.0
419,1.0
451,0.0
356,0.0
369,0.0
434,1.0
263,0.0
386,0.0
462,1.0
469,0.0
402,0.0
415,0.0
373,0.0
311,0.0
285,0.0
372,0.0
350,0.0
433,1.0
458,1.0
256,0.0
446,0.0
489,1.0
442,0.0
315,0.0
476,0.0
379,1.0
443,1.0
338,0.0
346,0.0
396,1.0
264,0.0
411,1.0
488,0.0
414,1.0
303,0.0
380,1.0
320,0.0
330,1.0
409,0.0
448,0.0
342,0.0
440,1.0
498,1.0
388,0.0
389,0.0
254,1.0
294,0.0
407,0.0
