,years_experience,degree
2160,0.0,2.0
2445,1.0,0.0
3556,0.0,2.0
2649,0.0,3.0
2522,0.0,3.0
3711,0.0,3.0
3795,1.0,3.0
2517,0.0,3.0
3466,1.0,1.0
2506,1.0,1.0
2476,0.0,2.0
2771,1.0,3.0
3551,1.0,1.0
2039,0.0,2.0
2776,1.0,1.0
2460,0.0,2.0
3583,0.0,2.0
2946,0.0,3.0
2646,2.0,1.0
3484,1.0,1.0
3468,0.0,3.0
2760,0.0,1.0
2180,0.0,3.0
3152,2.0,0.0
3002,1.0,1.0
3235,0.0,2.0
3240,1.0,3.0
2385,1.0,2.0
2081,1.0,1.0
2131,1.0,1.0
3388,0.0,2.0
3282,1.0,1.0
2889,0.0,3.0
2975,0.0,2.0
2505,1.0,1.0
2231,1.0,1.0
2108,2.0,0.0
3343,1.0,3.0
2678,1.0,1.0
2123,0.0,3.0
2958,1.0,3.0
3856,1.0,1.0
2465,1.0,1.0
3300,0.0,2.0
3415,0.0,1.0
3232,0.0,2.0
3382,0.0,1.0
2429,3.0,1.0
3375,1.0,0.0
3643,0.0,2.0
2861,1.0,3.0
3768,2.0,2.0
2608,0.0,2.0
3521,1.0,3.0
2354,0.0,2.0
2734,0.0,1.0
3686,0.0,2.0
2709,0.0,2.0
3573,1.0,2.0
3695,0.0,2.0
2148,0.0,3.0
3113,0.0,1.0
3985,0.0,2.0
3549,2.0,1.0
2020,0.0,2.0
3992,0.0,1.0
3534,0.0,1.0
2485,0.0,3.0
3589,1.0,1.0
2488,1.0,1.0
2296,2.0,1.0
3948,0.0,2.0
3261,0.0,2.0
2463,1.0,1.0
3079,1.0,1.0
3213,0.0,2.0
3419,3.0,1.0
2104,2.0,0.0
2636,0.0,3.0
2600,0.0,2.0
3572,0.0,1.0
2701,0.0,2.0
3707,2.0,0.0
2584,0.0,3.0
3696,2.0,0.0
3438,2.0,0.0
3176,2.0,1.0
2012,0.0,3.0
3538,0.0,1.0
2414,0.0,2.0
3679,0.0,2.0
3759,0.0,3.0
2629,1.0,2.0
2275,1.0,1.0
2741,1.0,1.0
3155,1.0,1.0
3268,0.0,1.0
3099,0.0,1.0
3727,0.0,2.0
2764,0.0,3.0
2090,1.0,1.0
3564,0.0,2.0
3188,1.0,2.0
2069,1.0,1.0
3887,0.0,3.0
2904,1.0,2.0
3607,3.0,1.0
3611,2.0,0.0
3397,1.0,2.0
2870,1.0,2.0
2960,0.0,2.0
3073,1.0,1.0
3121,0.0,1.0
3699,2.0,0.0
2700,0.0,2.0
3550,0.0,2.0
2774,1.0,2.0
2421,0.0,1.0
2630,0.0,3.0
3483,0.0,1.0
3937,0.0,2.0
3064,2.0,1.0
3029,0.0,1.0
2074,0.0,1.0
3014,2.0,1.0
3203,0.0,2.0
2183,0.0,3.0
3505,0.0,2.0
2228,0.0,2.0
2469,1.0,2.0
3207,0.0,2.0
3379,0.0,1.0
2044,0.0,2.0
2927,0.0,3.0
2510,0.0,2.0
2963,1.0,3.0
2204,1.0,2.0
3336,0.0,3.0
3765,1.0,1.0
2286,1.0,1.0
3785,0.0,2.0
2679,0.0,2.0
2197,0.0,2.0
3993,0.0,1.0
3719,2.0,0.0
2647,1.0,1.0
3422,0.0,2.0
3174,0.0,3.0
3944,0.0,1.0
2106,0.0,3.0
2137,3.0,1.0
2559,0.0,1.0
3302,0.0,2.0
3595,2.0,0.0
2732,0.0,2.0
2314,0.0,3.0
3366,1.0,1.0
2580,2.0,0.0
2659,1.0,2.0
3395,1.0,1.0
3163,0.0,2.0
3413,0.0,1.0
3301,0.0,1.0
2242,1.0,1.0
2299,0.0,2.0
2793,0.0,3.0
2214,1.0,2.0
2758,1.0,3.0
3922,0.0,1.0
2472,1.0,3.0
2705,0.0,3.0
2796,1.0,3.0
2292,2.0,0.0
2751,1.0,3.0
2674,1.0,1.0
2639,0.0,2.0
3138,2.0,0.0
3616,0.0,3.0
2609,0.0,2.0
2648,1.0,1.0
3425,0.0,3.0
2508,0.0,2.0
3927,0.0,2.0
2509,1.0,1.0
3812,0.0,3.0
2514,1.0,1.0
3292,1.0,3.0
2502,0.0,1.0
3255,0.0,1.0
2322,1.0,1.0
3618,0.0,2.0
2380,1.0,1.0
2001,0.0,2.0
2362,1.0,3.0
3501,1.0,1.0
3272,1.0,1.0
2311,0.0,1.0
2325,0.0,1.0
3346,2.0,1.0
3146,0.0,2.0
