ix,goal_cost,intv_cost
1814,0.956,2.3
1752,0.9539999961853027,1.5
1862,0.952,5.9
1423,0.958,2.1
1672,0.9559999704360962,2.0
1788,0.952,5.0
1165,0.966,1.7
1239,0.9999957084747848,0.0
1321,0.962,2.2
1174,0.952,6.1
1538,0.96,1.6
1003,0.96,1.9
1107,0.954,4.3
1864,0.952,3.5999999999999996
1144,0.964,2.5
1946,0.962,6.5
1302,0.952,4.0
1029,0.952,3.5
1065,0.952,8.3
1875,0.958,5.3
1898,0.952,4.0
1117,0.952,1.6
1593,0.952,5.8
1345,0.9779999852180481,2.0
1195,0.978,2.5
1910,0.952,3.5
1480,0.952,5.7
1661,0.954,9.8
1059,0.966,2.4
1231,0.958,1.8
1785,0.966,2.1
1878,0.954,8.3
1886,0.952,4.6
1541,0.952,3.8
1592,0.9520000219345093,4.5
1947,0.958,2.9
1985,0.968,2.2
1378,0.952,4.800000000000001
1917,0.954,2.9
1011,0.952,2.5
1802,0.952,6.4
1278,0.954,6.7
1918,0.952,5.699999999999999
1637,0.9639999866485596,2.5
1523,0.952,3.6
1650,0.952,4.4
1976,0.952,3.5
1490,0.952,7.1
1958,0.952,9.5
1816,0.952,4.3
1468,0.952,5.2
1963,0.952,5.4
1372,0.966,1.7
1041,0.952,10.0
1776,0.952,9.2
1450,0.954,4.6
1157,0.954,5.0
1786,0.952,8.6
1004,0.968,1.7
1509,0.958,1.7
1987,0.978,2.1
1453,0.952,9.1
1941,0.952,7.8
1482,0.958,2.2
1154,0.9620000123977661,2.0
1927,0.956,7.199999999999999
1484,0.954,2.3
1955,0.978,2.2
1118,0.9520000219345093,6.0
1727,0.952,4.0
1176,0.954,4.6
1180,0.952,5.2
1148,0.962,2.4
1805,0.954,5.699999999999999
1511,0.954,3.7
1880,0.952,2.5
1673,0.952,3.7
1495,0.964,2.1
1152,0.952,2.1
1034,0.96,1.7
1374,0.952,3.8
1493,0.954,8.0
1083,0.952,5.0
1492,0.9599999785423279,2.299999952316284
1246,0.952,6.7
1122,0.954,13.200000000000001
1981,0.952,6.7
1977,0.964,2.6
1524,0.958,6.6
1092,0.958,1.7
1747,0.958,5.4
1636,0.9539999961853027,6.0
1527,0.954,3.9000000000000004
1501,0.978,2.4
1298,0.96,2.3
1451,0.958,2.1
1657,0.954,5.2
1872,0.958,1.8
1109,0.952,1.7
1159,0.954,7.199999999999999
