,u_x1,u_x2,u_y,u_x3
250,-1.619666,-0.7121086,0.5551872,-0.58405626
251,0.31447768,-0.49342343,0.7529855,-0.92081946
252,-1.1204394,-2.3591268,0.375049,-0.5022067
253,0.060377013,0.59320676,0.24153733,-0.672626
254,-2.183657,0.12866496,0.15382898,0.4350371
255,1.0198959,0.7822828,0.31395352,-0.22271726
256,-2.1802397,-0.007741659,0.93352723,0.18798679
257,0.8399238,-0.5666606,0.8272519,-0.4642865
258,0.9079197,0.1734758,0.17160201,-1.2521027
259,-0.34726638,-0.22615518,0.13590384,0.69094384
260,-0.0957916,0.10519619,0.28737462,1.7379246
261,-1.1420625,1.1940734,0.47781754,-1.914748
262,0.98280656,-0.99988633,0.2959162,0.89095443
263,-1.9416682,-0.21367703,0.19279277,0.53511137
264,0.9726663,1.7140647,0.90805256,3.1862748
265,0.6056772,0.29629707,0.7832991,-0.4155473
266,-1.1494747,0.08123988,0.5708486,0.64173704
267,0.7437332,-0.5089811,0.43644094,0.6401125
268,-1.930031,1.5123712,0.77463114,-1.018011
269,-1.7203873,0.27257302,0.09301734,0.63455987
270,0.072337694,0.07288716,0.15508807,-0.17317109
271,0.95630306,1.1140355,0.8006096,1.5911903
272,0.61421084,0.30168754,0.12499797,-0.37818977
273,0.17535077,-0.027209641,0.29967177,-1.0541131
274,0.6214613,0.17568819,0.9801986,0.4261284
275,-0.39304128,-1.0029052,0.46790326,2.2115092
276,-0.32511804,-0.26213053,0.7063395,-2.0719428
277,-1.7656908,1.0731145,0.35039568,-0.9699471
278,1.5750567,0.86271757,0.10771215,-2.036652
279,0.92828584,2.4995625,0.5215651,-0.5202343
280,0.037298534,0.4048224,0.3143009,0.35983226
281,1.122318,1.0924865,0.30604494,-1.7084578
282,0.89601773,1.2093254,0.49364102,-0.72343934
283,-0.2763819,-0.583572,0.31010056,0.34099418
284,0.35006884,0.18832408,0.9598944,2.4391277
285,-0.6783093,-0.23392676,0.032020807,0.82195586
286,0.57614356,0.18746248,0.63053715,-0.78294134
287,-0.97611976,-1.0954554,0.24532318,0.8042634
288,0.3854361,-0.030733533,0.5103375,-0.8171553
289,0.11224161,0.18836364,0.8985138,0.10324333
290,-0.2711773,1.0515295,0.85575616,-0.50270265
291,1.1300397,0.4591703,0.29280174,-0.14982028
292,1.1238062,0.3725524,0.88235104,1.2892097
293,1.1775897,0.19151022,0.007962108,-1.1906418
294,-0.43401563,-2.1400104,0.71213865,-0.6947877
295,0.53378266,2.0637898,0.029523253,0.1511118
296,-1.4805617,-0.54591095,0.45244575,-1.2566005
297,-0.27292642,-0.12646413,0.42157316,-0.0653386
298,0.76263833,1.3688157,0.0319283,-2.0319576
299,-0.36015216,-0.22552676,0.062044263,-2.0629702
300,-0.10468285,1.4424691,0.44251847,-0.05733057
301,-2.0573642,0.24268474,0.1142118,0.5528048
302,-0.9279376,0.7655247,0.6247002,0.16634822
303,1.6602062,-0.36406064,0.9814464,-1.7568907
304,2.2518952,0.95877296,0.71215725,0.48026928
305,-0.63210607,-0.3135342,0.533368,2.0587041
306,-1.5487665,1.6019161,0.3104118,-0.97134763
307,0.0054044393,-0.77100503,0.10963833,-0.895847
308,0.44543746,1.1035262,0.28620505,-2.1508536
309,1.0412419,0.2825609,0.8061521,1.8286922
310,0.19459932,0.5243141,0.18298113,-0.21617477
311,0.64408886,1.7177573,0.096821666,0.43023852
312,1.3641721,0.091334894,0.54567647,1.0156906
313,-0.6986713,2.420391,0.08981454,0.7939409
314,0.7190189,0.30203658,0.33771968,-0.92694074
315,2.20732,-0.96477026,0.36729276,-0.32216763
316,0.16121012,-1.3336612,0.16797554,-1.3579652
317,-0.5958966,1.1818366,0.45285475,-0.33995005
318,0.18608625,-1.2385336,0.09914267,-0.60833913
319,1.4197636,-1.5982683,0.7389103,1.0703036
320,0.080713145,0.8532329,0.30219257,-2.2531059
321,1.2804866,-1.3916563,0.53652084,0.22731607
322,2.3810198,0.7903435,0.52760863,-0.35173577
323,-0.04917633,-0.12821437,0.37102818,-0.19499382
324,-0.8180173,1.6100693,0.76058424,0.105595216
325,-0.4236163,0.09573442,0.45756364,-0.12593885
326,0.5716665,-0.37912038,0.16918147,-0.64064467
327,0.8225081,1.4808501,0.09974921,-1.0078063
328,1.1552079,-1.2311258,0.18058383,0.02719036
329,-0.16708042,1.2703786,0.1300168,0.009128053
330,1.0472366,-1.5632962,0.1343807,0.7374625
331,-1.022068,0.44356927,0.88632953,-0.52131397
332,-0.3253326,-1.5951465,0.019099236,0.28925654
333,-0.18921764,-0.45759124,0.023838878,-1.5653706
334,0.47650543,0.19155982,0.53078246,0.3265611
335,1.806269,1.1356746,0.72696686,-1.2610955
336,-0.8577739,0.19111887,0.24962878,-0.8341789
337,-0.30578068,0.9430293,0.8629677,0.38413256
338,1.0297778,1.5902522,0.79823935,1.9479564
339,0.6886713,-1.9716977,0.6438658,1.1090462
340,2.4572358,-0.37430733,0.47576988,0.04430797
341,-0.47003466,0.5659904,0.55348337,0.03526407
342,1.2377344,1.3063788,0.71680045,0.5102392
343,-0.13619854,0.10844304,0.5912721,-0.053661168
344,-1.4126594,-0.7880977,0.66908216,0.93959343
345,-1.0753611,0.7945016,0.95629144,1.0140048
346,1.6574156,1.0482681,0.6578804,-0.9857496
347,0.024736274,-1.6037993,0.98752284,0.8686047
348,-0.2176224,-0.34631756,0.39359486,0.8236096
349,-0.051451087,-1.5952309,0.479344,0.96947587
350,0.13115437,1.6080803,0.18244886,0.5267677
351,0.23534659,1.0127151,0.022776127,-0.3068674
352,0.84081024,0.7083345,0.07933211,0.013531353
353,0.13235341,1.7794838,0.07116783,-0.23967716
354,-1.1126024,0.069892615,0.89417815,-1.927078
355,0.60815704,0.2704546,0.669878,1.7327099
356,-0.4631123,-0.15363105,0.3382305,0.517285
357,1.5062742,-0.75246406,0.8698429,1.6742675
358,0.049133394,-0.963477,0.18202639,-0.9890077
359,-0.4287448,0.20434102,0.7951307,2.1191382
360,-1.167248,-0.64869535,0.14616859,0.38755184
361,0.6134879,0.049190246,0.9719745,1.5069091
362,-1.3518023,0.42363378,0.23658562,-0.098183766
363,-1.108658,0.06981592,0.15329242,-1.3305452
364,1.0286541,-0.14692658,0.72382426,-2.7659833
365,-0.5366469,1.8199708,0.94787633,0.85487115
