,senior-level_skill
3810,1.0
3542,1.0
3316,1.0
2646,1.0
2330,1.0
2593,1.0
2681,1.0
2029,1.0
2082,1.0
2990,1.0
2816,1.0
3885,1.0
3261,1.0
2024,1.0
3174,1.0
2304,1.0
3000,1.0
3407,1.0
2037,1.0
2801,1.0
2933,0.0
2944,1.0
3880,0.0
2532,1.0
3389,1.0
2967,1.0
3667,1.0
2904,1.0
3349,1.0
2639,1.0
3097,1.0
3390,1.0
2544,1.0
3773,1.0
2906,1.0
3540,0.0
2514,0.0
2799,1.0
3394,1.0
3968,1.0
3759,1.0
3552,1.0
3734,1.0
2656,1.0
3044,1.0
2682,1.0
3931,1.0
2413,1.0
2015,1.0
3569,1.0
3021,1.0
3025,1.0
3416,1.0
2520,1.0
3740,1.0
2733,1.0
2579,1.0
2205,1.0
3240,1.0
3581,1.0
3936,1.0
2400,1.0
3731,1.0
2866,1.0
2943,1.0
3160,1.0
2438,1.0
3322,1.0
2034,1.0
3402,1.0
2863,1.0
3132,1.0
2791,1.0
3484,1.0
3388,1.0
2599,1.0
2663,1.0
2754,1.0
2641,1.0
3306,1.0
3074,1.0
2533,1.0
2915,1.0
3156,1.0
3620,1.0
3490,1.0
3435,1.0
3246,1.0
2249,1.0
2795,1.0
2622,1.0
3837,1.0
2838,1.0
3557,1.0
2695,1.0
2955,1.0
3784,1.0
2961,1.0
2842,1.0
2602,1.0
3359,1.0
2548,1.0
2631,1.0
2786,1.0
2461,0.0
3405,1.0
3052,1.0
3765,0.0
3015,1.0
3302,1.0
2108,1.0
2720,1.0
3670,0.0
3563,1.0
2046,1.0
3465,1.0
2725,1.0
3912,1.0
3741,1.0
3478,1.0
3410,1.0
2293,1.0
2149,1.0
3871,1.0
2414,1.0
2322,1.0
3348,1.0
3726,1.0
3392,1.0
3315,1.0
3458,1.0
3247,1.0
3841,1.0
2750,0.0
2905,1.0
2953,0.0
3282,1.0
2595,1.0
3891,1.0
2818,1.0
2263,1.0
3098,1.0
3222,1.0
3636,1.0
3695,1.0
3928,1.0
3024,1.0
3051,1.0
2253,1.0
3437,1.0
3702,1.0
2572,1.0
3701,1.0
3799,1.0
2674,1.0
2852,1.0
3635,1.0
2665,1.0
3570,1.0
2987,1.0
3733,0.0
3801,1.0
2652,1.0
2542,1.0
3464,1.0
2125,1.0
3463,1.0
3836,1.0
2444,1.0
3993,1.0
2691,1.0
2761,1.0
3659,1.0
3495,1.0
3937,1.0
3144,1.0
2902,1.0
2027,0.0
3712,1.0
3615,1.0
2829,1.0
2341,1.0
3647,0.0
2878,1.0
2272,1.0
3803,0.0
2241,1.0
2388,1.0
3523,1.0
2472,1.0
2638,1.0
3594,1.0
3431,1.0
3235,1.0
2924,1.0
2910,1.0
3633,1.0
2239,1.0
2005,1.0
3863,1.0
