,y
2795,0.0
3067,0.0
3481,0.0
2620,0.0
2641,1.0
3260,0.0
2665,0.0
2758,0.0
2102,0.0
2294,0.0
3017,0.0
3851,0.0
2147,0.0
3688,0.0
2406,0.0
2169,0.0
2345,0.0
2027,0.0
2387,0.0
2541,1.0
3937,0.0
2804,0.0
3892,0.0
2301,0.0
2704,0.0
3049,0.0
2417,1.0
3816,0.0
3884,0.0
2789,0.0
2877,0.0
3846,0.0
3608,0.0
3550,0.0
3100,0.0
2110,1.0
2782,1.0
3470,0.0
3240,0.0
2418,0.0
3902,0.0
3777,0.0
3290,0.0
3264,0.0
2840,0.0
3448,0.0
2076,0.0
3217,0.0
2563,0.0
2053,0.0
3307,0.0
2896,1.0
2890,0.0
3762,0.0
3447,0.0
2557,0.0
2015,0.0
2949,0.0
3676,0.0
3891,0.0
3389,0.0
3118,0.0
3698,1.0
3167,1.0
2139,0.0
3821,0.0
3907,0.0
3162,0.0
2234,0.0
2112,0.0
3869,1.0
2844,0.0
3387,1.0
3223,0.0
2174,0.0
3174,0.0
3106,0.0
2408,0.0
3379,1.0
2111,0.0
2233,0.0
2783,0.0
2913,0.0
2961,0.0
3365,0.0
2220,0.0
2801,0.0
2448,0.0
3893,0.0
2494,0.0
2283,0.0
3487,0.0
3183,0.0
2118,0.0
3779,0.0
3697,0.0
3748,1.0
3664,0.0
3789,0.0
3828,0.0
3298,1.0
2248,0.0
3771,0.0
3756,0.0
2539,1.0
2662,0.0
3441,0.0
2695,0.0
2697,0.0
2746,0.0
2814,0.0
2183,0.0
2435,0.0
3449,0.0
3764,0.0
2325,0.0
2214,0.0
2264,1.0
3968,1.0
3678,0.0
2507,0.0
2025,0.0
2586,0.0
3486,0.0
3014,0.0
2868,0.0
3622,0.0
2566,0.0
2127,0.0
2444,0.0
2451,0.0
2613,1.0
3647,0.0
3211,0.0
2042,0.0
2772,0.0
3033,0.0
2921,0.0
3159,1.0
3773,1.0
2339,0.0
2685,0.0
3145,0.0
3774,0.0
2521,0.0
3623,0.0
3793,0.0
3480,0.0
3599,1.0
3061,0.0
3595,0.0
2064,0.0
3190,0.0
2959,0.0
3918,0.0
2667,0.0
2160,0.0
3505,0.0
3381,0.0
3218,0.0
3588,0.0
2964,0.0
3155,0.0
2411,0.0
3605,0.0
2943,0.0
3109,1.0
3407,0.0
3048,0.0
2084,0.0
3716,0.0
2194,0.0
2602,0.0
2350,0.0
2311,0.0
3372,0.0
3391,0.0
2319,0.0
3547,0.0
3784,0.0
3429,0.0
2327,0.0
3069,0.0
2915,0.0
3880,1.0
2497,0.0
3233,0.0
2637,0.0
2088,0.0
3915,0.0
2931,0.0
2206,0.0
3253,0.0
3089,0.0
3132,0.0
3948,0.0
3912,0.0
3842,0.0
3180,0.0
3668,0.0
