,y_hat
2092,False
3668,False
3912,False
2918,False
3801,False
2371,False
2795,False
3768,False
3974,False
2846,False
2465,False
3673,False
2438,False
2411,False
2022,False
2305,False
3902,False
2143,False
3490,False
3161,False
3877,False
3182,False
3372,False
2786,False
3477,False
2159,False
2439,False
2670,False
3784,False
3322,False
2821,False
2844,False
2987,False
2287,False
2171,False
2215,False
3350,False
2973,False
2069,False
2128,False
3693,False
2247,False
3256,False
2255,False
2761,False
2650,False
2184,False
2968,False
3183,False
2232,False
2266,False
3796,False
2797,False
2030,False
2524,False
2479,False
3841,False
2696,False
3438,False
2098,False
2164,False
2342,False
2935,False
3062,False
2118,False
2279,False
2297,False
3068,False
2559,False
2376,False
3935,False
3207,False
3447,False
3391,False
2570,False
3861,False
2754,False
3832,False
2896,False
3386,False
3977,False
2271,False
3600,False
2687,False
3373,False
2199,False
2443,False
3107,False
3188,False
3708,False
3051,False
2462,False
3099,False
3354,False
3427,False
2603,False
2502,False
3020,False
3387,False
2188,False
2445,False
3317,False
2467,False
3189,False
3193,False
2409,False
3165,False
2198,False
3985,False
2173,False
3155,False
2807,False
3523,False
3759,False
3149,False
3357,False
3224,False
2042,False
2910,False
3143,False
3235,False
3846,False
2083,False
3109,False
2929,False
3342,False
3851,False
2233,False
3332,False
3696,False
2948,False
2205,False
3530,False
3906,False
3110,False
3365,False
2960,False
3338,False
2773,False
3414,False
2425,False
3284,False
2666,False
3364,False
3446,False
2769,False
3327,False
3595,False
3612,False
2701,False
3642,False
3883,False
2383,False
3292,False
2708,False
3587,False
3916,False
2088,False
3382,False
2926,False
3764,False
2378,False
2370,False
3997,False
3688,False
2814,False
3632,False
3398,False
3198,False
2919,False
2158,False
3326,False
2711,False
3774,False
3262,False
3296,False
2638,False
3714,False
3850,False
2592,False
2495,False
3645,False
3474,False
3617,False
3192,False
3274,False
3413,False
3276,False
3607,False
2826,False
2410,False
2029,False
2606,False
2404,False
3495,False
3178,False
2776,False
3203,False
2413,False
3421,False
