,0
587,1.0
857,0.0
818,0.0
743,0.0
705,0.0
665,0.0
731,0.0
694,1.0
668,1.0
870,1.0
776,0.0
735,0.0
984,0.0
808,0.0
620,1.0
614,0.0
677,0.0
599,0.0
699,1.0
565,0.0
778,1.0
954,1.0
804,0.0
545,0.0
829,1.0
734,0.0
578,0.0
783,0.0
628,0.0
549,0.0
771,0.0
765,0.0
750,0.0
796,1.0
809,0.0
603,0.0
980,0.0
605,1.0
523,0.0
510,0.0
742,0.0
890,0.0
737,0.0
515,0.0
943,0.0
974,0.0
709,0.0
798,0.0
722,1.0
662,0.0
754,0.0
836,0.0
903,0.0
773,0.0
909,0.0
566,0.0
744,1.0
688,0.0
640,1.0
941,0.0
608,0.0
725,1.0
866,0.0
847,0.0
871,0.0
794,0.0
913,1.0
729,0.0
679,1.0
720,0.0
618,0.0
936,0.0
636,0.0
612,0.0
945,0.0
761,0.0
529,0.0
601,0.0
724,0.0
516,0.0
631,0.0
769,0.0
961,0.0
799,0.0
991,0.0
646,1.0
851,1.0
615,0.0
548,0.0
542,1.0
596,0.0
894,0.0
663,1.0
828,0.0
844,0.0
972,0.0
716,0.0
760,1.0
825,0.0
536,0.0
