,years_experience,degree
2930,0.0,3.0
2542,2.0,1.0
2979,0.0,1.0
3859,1.0,0.0
2558,2.0,1.0
3116,1.0,0.0
2086,0.0,1.0
2450,0.0,3.0
3471,1.0,1.0
2838,1.0,0.0
3503,1.0,1.0
3443,1.0,1.0
2237,0.0,1.0
3459,0.0,1.0
2457,0.0,2.0
3590,0.0,1.0
2122,0.0,2.0
3293,0.0,2.0
2281,0.0,1.0
2044,0.0,1.0
3861,2.0,0.0
3499,0.0,3.0
3153,0.0,2.0
3880,0.0,3.0
3957,1.0,0.0
2879,1.0,0.0
3797,0.0,3.0
3677,1.0,2.0
2505,0.0,1.0
3707,0.0,1.0
2591,0.0,1.0
2355,3.0,0.0
2218,2.0,0.0
2636,0.0,1.0
2661,0.0,3.0
2848,2.0,0.0
3764,0.0,3.0
2103,0.0,2.0
2741,0.0,1.0
3022,0.0,3.0
3398,0.0,3.0
2994,2.0,0.0
3629,2.0,1.0
3015,1.0,0.0
2871,0.0,2.0
3979,0.0,3.0
2486,0.0,3.0
3259,0.0,3.0
2547,0.0,3.0
2206,1.0,1.0
3276,0.0,1.0
2484,2.0,1.0
2186,1.0,1.0
3601,0.0,3.0
2383,0.0,3.0
3211,2.0,0.0
3816,1.0,2.0
2379,2.0,0.0
3345,3.0,0.0
3286,2.0,0.0
2708,0.0,3.0
2429,0.0,2.0
3618,1.0,1.0
2139,0.0,2.0
2351,1.0,0.0
3620,1.0,1.0
3772,0.0,3.0
2721,0.0,1.0
3660,0.0,1.0
3289,2.0,0.0
2111,0.0,1.0
3559,0.0,2.0
3749,1.0,1.0
2579,0.0,2.0
3652,0.0,2.0
2696,0.0,1.0
2673,0.0,2.0
2000,0.0,2.0
3232,1.0,1.0
3288,0.0,1.0
2054,2.0,0.0
2816,1.0,0.0
3378,1.0,1.0
2444,0.0,1.0
3311,2.0,1.0
2611,1.0,0.0
2820,1.0,1.0
3625,0.0,3.0
2031,2.0,0.0
2832,0.0,1.0
2171,0.0,2.0
2717,2.0,0.0
2973,0.0,3.0
3024,0.0,1.0
2456,0.0,3.0
2255,0.0,2.0
3528,0.0,1.0
2221,0.0,3.0
2535,1.0,2.0
2399,1.0,2.0
2551,1.0,0.0
2992,0.0,3.0
2149,1.0,0.0
3001,0.0,2.0
3870,1.0,0.0
3375,0.0,1.0
3446,0.0,2.0
3095,0.0,1.0
3093,0.0,2.0
3846,1.0,1.0
3224,1.0,0.0
2216,2.0,0.0
2846,0.0,3.0
2970,2.0,1.0
3355,0.0,1.0
2679,0.0,3.0
3711,0.0,1.0
2048,2.0,0.0
2401,0.0,3.0
3584,0.0,2.0
2728,0.0,1.0
3183,0.0,1.0
2802,0.0,1.0
3661,2.0,1.0
2331,0.0,3.0
2264,2.0,0.0
2527,0.0,1.0
2642,2.0,0.0
3373,0.0,2.0
3483,1.0,2.0
2468,1.0,2.0
3597,0.0,2.0
3387,0.0,2.0
3078,1.0,1.0
2764,0.0,2.0
2877,3.0,0.0
2534,0.0,1.0
3763,2.0,1.0
2400,0.0,1.0
3350,1.0,2.0
2644,1.0,0.0
2875,2.0,1.0
2557,0.0,1.0
3167,0.0,2.0
2219,0.0,1.0
3164,2.0,1.0
2859,0.0,3.0
3741,1.0,1.0
3388,0.0,2.0
3098,1.0,0.0
3778,0.0,3.0
3516,0.0,3.0
2726,0.0,1.0
3919,0.0,3.0
3981,0.0,3.0
3603,2.0,0.0
2167,2.0,0.0
2830,0.0,1.0
2083,0.0,2.0
2232,0.0,3.0
2250,2.0,1.0
3265,1.0,1.0
2415,2.0,1.0
2938,0.0,3.0
3976,0.0,2.0
3791,0.0,1.0
3240,0.0,3.0
2242,1.0,0.0
2227,3.0,0.0
3440,1.0,1.0
3428,1.0,0.0
3879,0.0,3.0
3562,0.0,3.0
2290,0.0,2.0
3940,0.0,3.0
2617,1.0,0.0
2289,0.0,2.0
2258,0.0,1.0
3049,0.0,1.0
2251,0.0,1.0
2850,0.0,1.0
2076,1.0,1.0
3915,0.0,1.0
3096,0.0,3.0
2231,0.0,1.0
2574,0.0,3.0
3029,2.0,0.0
3131,2.0,0.0
3476,0.0,2.0
3023,0.0,2.0
3547,1.0,1.0
2529,1.0,1.0
3912,1.0,1.0
3275,0.0,3.0
2465,0.0,2.0
2779,0.0,1.0
2507,2.0,0.0
3360,2.0,1.0
2955,0.0,3.0
3507,0.0,1.0
