,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,0.0,0.7020265,4.0,3.0,4.0
2001,2.0,2.0,0.89534557,4.0,0.0,1.0
2002,5.0,1.0,0.8656379,3.0,0.0,5.0
2003,3.0,2.0,0.24651074,8.0,5.0,1.0
2004,3.0,0.0,0.25752544,3.0,0.0,4.0
2005,1.0,2.0,0.3800516,6.0,4.0,5.0
2006,5.0,2.0,0.06707144,3.0,1.0,3.0
2007,3.0,3.0,0.03143525,4.0,4.0,4.0
2008,2.0,0.0,0.39459395,2.0,3.0,0.0
2009,4.0,0.0,0.9774703,4.0,5.0,2.0
2010,3.0,0.0,0.5286696,6.0,0.0,9.0
2011,2.0,3.0,0.50166166,3.0,0.0,3.0
2012,6.0,3.0,0.22116637,7.0,2.0,6.0
2013,3.0,2.0,0.63286483,2.0,3.0,1.0
2014,0.0,1.0,0.31913912,4.0,14.0,7.0
2015,2.0,0.0,0.8672539,6.0,1.0,6.0
2016,6.0,2.0,0.79283404,2.0,1.0,4.0
2017,10.0,0.0,0.23364782,4.0,7.0,9.0
2018,2.0,0.0,0.654094,6.0,7.0,4.0
2019,8.0,1.0,0.04684198,3.0,1.0,8.0
2020,6.0,1.0,0.8699026,4.0,6.0,3.0
2021,4.0,1.0,0.089957714,4.0,1.0,5.0
2022,8.0,0.0,0.6058519,1.0,4.0,10.0
2023,3.0,0.0,0.28207505,1.0,4.0,5.0
2024,1.0,2.0,0.6628884,2.0,4.0,1.0
2025,5.0,0.0,0.2499553,4.0,8.0,2.0
2026,1.0,2.0,0.65800357,4.0,3.0,6.0
2027,3.0,2.0,0.23559058,5.0,1.0,6.0
2028,1.0,1.0,0.22406161,5.0,1.0,2.0
2029,7.0,0.0,0.32943654,2.0,9.0,2.0
2030,3.0,0.0,0.74127376,2.0,11.0,1.0
2031,0.0,1.0,0.4248588,5.0,2.0,1.0
2032,2.0,0.0,0.6404687,4.0,17.0,5.0
2033,2.0,0.0,0.5285386,2.0,3.0,2.0
2034,5.0,0.0,0.9072808,2.0,6.0,5.0
2035,2.0,0.0,0.73702836,1.0,8.0,1.0
2036,1.0,2.0,0.919785,7.0,2.0,6.0
2037,3.0,0.0,0.26505935,4.0,2.0,1.0
2038,2.0,1.0,0.98183155,7.0,4.0,3.0
2039,3.0,0.0,0.27170074,3.0,3.0,3.0
2040,1.0,2.0,0.8105607,8.0,12.0,7.0
2041,0.0,2.0,0.5388558,3.0,6.0,4.0
2042,2.0,2.0,0.93808746,6.0,12.0,1.0
2043,3.0,2.0,0.25240064,8.0,2.0,2.0
2044,1.0,2.0,0.6287643,7.0,7.0,2.0
2045,1.0,2.0,0.4468633,3.0,1.0,4.0
2046,2.0,0.0,0.15250385,5.0,17.0,5.0
2047,5.0,1.0,0.108432055,3.0,7.0,2.0
2048,4.0,0.0,0.3387463,6.0,2.0,3.0
2049,1.0,0.0,0.009851456,5.0,0.0,5.0
2050,4.0,3.0,0.64655805,5.0,19.0,7.0
2051,2.0,0.0,0.16191149,2.0,8.0,4.0
2052,3.0,3.0,0.78829503,5.0,2.0,8.0
2053,2.0,1.0,0.31876397,9.0,2.0,7.0
