,y_hat
1321,False
1931,False
1813,False
1091,False
1347,False
1027,False
1077,False
1501,False
1359,False
1465,False
1449,False
1378,False
1632,False
1390,False
1231,False
1155,False
1429,False
1975,False
1430,False
1367,False
1674,False
1918,False
1306,False
1381,False
1309,False
1846,False
1595,False
1710,False
1676,False
1982,False
1761,False
1364,False
1240,False
1693,False
1763,False
1816,False
1302,False
1620,False
1451,False
1436,False
1977,False
1808,False
1166,False
1082,False
1235,False
1202,False
1805,False
1020,False
1011,False
1925,False
1498,False
1490,False
1148,False
1737,False
1446,False
1905,False
1927,False
1180,False
1946,False
1014,False
1802,False
1791,False
1132,False
1509,False
1841,False
1283,False
1171,False
1006,False
1962,False
1145,False
1402,False
1859,False
1147,False
1219,False
1137,False
1736,False
1046,False
1895,False
1395,False
1531,False
1994,False
1878,False
1673,False
1963,False
1103,False
1088,False
1260,False
1661,False
1373,False
1463,False
1218,False
1821,False
1369,False
1769,False
1351,False
1672,False
1467,False
1853,False
1593,False
1496,False
