,years_experience,degree,nr_commits,nr_languages,nr_stars
222,1.0,1.0,14.0,11.0,4.0
258,3.0,0.0,34.0,0.0,0.0
331,2.0,0.0,27.0,3.0,3.0
309,2.0,0.0,26.0,3.0,3.0
371,2.0,0.0,27.0,3.0,2.0
291,1.0,1.0,11.0,1.0,4.0
381,2.0,0.0,23.0,0.0,8.0
280,1.0,1.0,20.0,3.0,5.0
275,2.0,1.0,25.0,1.0,2.0
378,1.0,1.0,11.0,6.0,5.0
299,2.0,0.0,24.0,1.0,1.0
237,3.0,0.0,35.0,4.0,7.0
390,2.0,1.0,21.0,4.0,6.0
200,1.0,0.0,12.0,4.0,8.0
356,2.0,0.0,24.0,2.0,3.0
216,2.0,0.0,23.0,7.0,0.0
232,1.0,1.0,11.0,4.0,1.0
245,1.0,1.0,12.0,0.0,1.0
293,1.0,0.0,12.0,0.0,2.0
224,1.0,0.0,13.0,1.0,2.0
386,2.0,1.0,24.0,2.0,6.0
374,0.0,0.0,5.0,7.0,6.0
308,2.0,0.0,21.0,0.0,2.0
384,3.0,0.0,32.0,2.0,4.0
373,2.0,1.0,22.0,3.0,2.0
300,1.0,0.0,12.0,14.0,4.0
375,4.0,0.0,43.0,2.0,1.0
273,2.0,0.0,22.0,0.0,2.0
233,1.0,0.0,13.0,1.0,2.0
327,2.0,0.0,25.0,1.0,2.0
377,4.0,0.0,48.0,0.0,2.0
201,0.0,0.0,5.0,8.0,3.0
253,1.0,0.0,13.0,6.0,5.0
303,0.0,1.0,8.0,7.0,3.0
263,3.0,0.0,34.0,3.0,6.0
228,3.0,0.0,40.0,3.0,5.0
345,2.0,1.0,26.0,4.0,1.0
348,1.0,1.0,16.0,2.0,10.0
270,3.0,0.0,33.0,16.0,1.0
298,1.0,0.0,13.0,1.0,6.0
229,1.0,2.0,17.0,1.0,5.0
317,1.0,0.0,15.0,1.0,5.0
297,1.0,0.0,18.0,8.0,4.0
255,3.0,0.0,37.0,5.0,3.0
294,1.0,0.0,17.0,1.0,3.0
352,3.0,0.0,33.0,1.0,5.0
338,2.0,0.0,25.0,5.0,1.0
277,1.0,0.0,16.0,4.0,2.0
203,0.0,3.0,2.0,6.0,10.0
395,1.0,0.0,11.0,7.0,8.0
