,years_experience,degree
222,2.0,0.0
258,0.0,1.0
331,1.0,1.0
309,1.0,1.0
371,0.0,2.0
291,2.0,0.0
381,0.0,2.0
280,0.0,2.0
275,0.0,1.0
378,1.0,1.0
299,1.0,1.0
237,0.0,1.0
390,0.0,1.0
200,2.0,1.0
356,2.0,0.0
216,1.0,1.0
232,2.0,0.0
245,1.0,1.0
293,0.0,3.0
224,2.0,1.0
386,1.0,0.0
374,3.0,1.0
308,0.0,2.0
384,0.0,1.0
373,1.0,0.0
300,3.0,0.0
375,0.0,1.0
273,2.0,0.0
233,1.0,2.0
327,2.0,0.0
377,1.0,0.0
201,0.0,3.0
253,0.0,3.0
303,1.0,2.0
263,0.0,1.0
228,0.0,1.0
345,1.0,0.0
348,0.0,2.0
270,0.0,1.0
298,2.0,1.0
229,0.0,1.0
317,2.0,1.0
297,2.0,1.0
255,0.0,1.0
294,3.0,0.0
352,0.0,1.0
338,2.0,0.0
277,0.0,3.0
203,0.0,0.0
395,0.0,3.0
