r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.8893333276112875,0.16000000139077505,4.108333333333333,0.0,0.0,0.0,0.0,,0.08832516151872051,0.026457510407233528,0.48581306418552966
individualized,acceptance,0.75,0.75,1.0,1.0,,0.9513333241144816,0.21666666865348816,4.352,0.0,0.0,0.0,0.0,,0.03035350522535692,0.0288675117388434,0.5250457122956063
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9333332975705465,0.21333333353201547,4.382000000000001,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.0765593762773956,0.03214550278387185,0.5340234077266655
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.8466666539510092,0.15333333611488342,4.0296666666666665,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.07214799024674812,0.023094014552988377,0.4497269541992485
subpopulation,acceptance,0.75,0.75,1.0,0.9533333333333333,,0.8553333282470703,0.21000000337759653,3.0475,0.0,0.0,0.0,0.01527525231651948,,0.07223111611167089,0.03605550936571233,0.01343502884254512
subpopulation,acceptance,0.75,0.75,1.0,0.9333333333333332,,0.9053333600362142,0.25999999543031055,4.225666666666667,0.0,0.0,0.0,0.047258156262526066,,0.05315386776647853,0.026457510407233528,0.5201752909677028
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9933333333333333,,0.9286666512489319,0.1933333327372869,4.450666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,,0.07910331557704132,0.030550506388957042,0.5690846451393102
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9966666666666667,,0.8540000120798746,0.12666666756073633,4.076,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.005773502691896262,,0.058275194269726535,0.020816664003301753,0.47017124539895006
individualized,counterfactual,0.75,0.75,1.0,0.9933333333333333,,0.8813333511352539,0.05999999990065893,2.596,0.0,0.0,0.0,0.011547005383792525,,0.09261388481190905,0.009999999776482641,0.20146463709544615
individualized,counterfactual,0.75,0.75,1.0,0.9766666666666666,,0.9359999696413676,0.10333333412806193,4.523666666666666,0.0,0.0,0.0,0.011547005383792525,,0.027999967336659947,0.015275249129853508,0.5642918866449649
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9766666666666666,,0.9146666526794434,0.10333333412806193,4.523666666666666,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.011547005383792525,,0.07757143163577669,0.015275249129853508,0.5642918866449649
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9933333333333333,,0.8373333414395651,0.05999999990065893,4.108333333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.011547005383792525,,0.06721108381491919,0.009999999776482641,0.48581306418552966
individualized,improvement,0.75,0.75,1.0,0.93,1.0,0.9286666512489319,1.0,4.0040000000000004,0.0,0.0,0.0,0.026457513110645866,0.0,0.028728582858098862,0.0,0.44320198555511864
individualized,improvement,0.75,0.75,1.0,0.9633333333333333,1.0,0.9626666903495789,1.0,3.2549999999999994,0.0,0.0,0.0,0.020816659994661344,0.0,0.020033373969699585,0.0,0.359526076940185
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,5.006666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.33245952134558165
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,5.006666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.33245952134558165
subpopulation,improvement,0.75,0.75,1.0,0.75,,0.7480000058809916,1.0,3.888,0.0,0.0,0.0,0.06928203230275509,,0.07102112151677295,0.0,0.41735716119410243
subpopulation,improvement,0.75,0.75,1.0,0.7866666666666666,,0.7860000133514404,1.0,2.596,0.0,0.0,0.0,0.049328828623162485,,0.04849741765649145,0.0,0.20146463709544615
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9266666666666667,,0.9273333549499512,1.0,3.4946666666666673,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.020816659994661285,,0.020526381536206135,0.0,0.2552671802902469
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.93,,0.9293333292007446,1.0,3.4946666666666673,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.019999999999999962,,0.020033287686628234,0.0,0.2552671802902469
