,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,1.0,0.6500145,1.0,19.0,0.0
2001,2.0,0.0,0.6566236,5.0,4.0,8.0
2002,7.0,1.0,0.1476568,7.0,1.0,2.0
2003,0.0,2.0,0.14016533,7.0,1.0,11.0
2004,4.0,0.0,0.6049725,2.0,4.0,3.0
2005,3.0,1.0,0.37170172,3.0,3.0,2.0
2006,5.0,2.0,0.5016222,6.0,3.0,2.0
2007,1.0,2.0,0.5636487,3.0,6.0,1.0
2008,1.0,0.0,0.71932983,2.0,5.0,2.0
2009,4.0,0.0,0.29646766,3.0,2.0,8.0
2010,5.0,2.0,0.2270937,1.0,5.0,3.0
2011,2.0,2.0,0.7588973,9.0,4.0,0.0
2012,1.0,0.0,0.19569802,3.0,22.0,1.0
2013,3.0,0.0,0.079944015,4.0,4.0,3.0
2014,7.0,0.0,0.10276258,2.0,5.0,3.0
2015,3.0,0.0,0.5226054,8.0,3.0,6.0
2016,6.0,0.0,0.9971266,3.0,2.0,8.0
2017,5.0,0.0,0.4739852,0.0,1.0,1.0
2018,5.0,1.0,0.0627439,2.0,0.0,4.0
2019,4.0,3.0,0.025869608,3.0,5.0,7.0
2020,3.0,3.0,0.7355819,6.0,8.0,2.0
2021,9.0,2.0,0.1174345,2.0,8.0,4.0
2022,2.0,0.0,0.79651093,4.0,4.0,1.0
2023,4.0,2.0,0.3808638,3.0,1.0,1.0
2024,3.0,3.0,0.43175054,5.0,2.0,4.0
2025,0.0,2.0,0.19628894,7.0,5.0,1.0
2026,1.0,1.0,0.15850389,7.0,1.0,5.0
2027,2.0,2.0,0.7002361,3.0,7.0,4.0
2028,2.0,2.0,0.9865385,1.0,2.0,2.0
2029,2.0,3.0,0.53110766,3.0,2.0,7.0
2030,0.0,0.0,0.01699555,4.0,2.0,1.0
2031,3.0,1.0,0.37099242,8.0,1.0,2.0
2032,4.0,2.0,0.6977285,3.0,1.0,6.0
2033,2.0,3.0,0.8214818,6.0,0.0,5.0
