,y
3835,1.0
3450,1.0
2772,1.0
3763,1.0
3106,1.0
2296,1.0
2658,1.0
3584,1.0
2618,1.0
3819,1.0
2471,1.0
2700,1.0
3830,1.0
3044,1.0
2992,1.0
2643,1.0
2574,1.0
2403,1.0
3195,1.0
2529,1.0
3318,1.0
3769,1.0
2563,1.0
2244,1.0
2921,1.0
2123,1.0
3338,1.0
2676,1.0
2184,1.0
3888,1.0
3530,1.0
3104,1.0
3513,1.0
3028,1.0
2620,1.0
3576,1.0
2031,1.0
3645,1.0
3477,1.0
2753,1.0
3157,1.0
2360,1.0
2259,1.0
2822,1.0
3615,1.0
3014,1.0
3349,1.0
2603,1.0
2349,1.0
2925,1.0
2871,1.0
2823,0.0
3451,1.0
3071,1.0
2239,1.0
3897,1.0
3750,1.0
3276,1.0
3240,1.0
2019,1.0
3694,1.0
3149,1.0
3316,1.0
3746,1.0
3134,0.0
3311,0.0
2117,1.0
2545,1.0
2132,1.0
3243,1.0
2062,1.0
2163,1.0
3983,1.0
3466,1.0
2633,1.0
2965,1.0
3882,1.0
2974,1.0
2419,1.0
2324,1.0
3868,1.0
3197,1.0
3555,1.0
2621,1.0
2720,1.0
2982,1.0
2567,1.0
2528,1.0
3935,1.0
2736,1.0
2103,1.0
2539,1.0
3274,1.0
3723,1.0
3067,1.0
2821,1.0
3086,1.0
2534,1.0
2174,1.0
2842,1.0
3980,0.0
3312,1.0
3365,1.0
3410,1.0
2298,1.0
2486,1.0
3258,1.0
3604,1.0
3405,1.0
2634,1.0
2912,1.0
2622,1.0
2580,1.0
2930,1.0
3949,1.0
3464,1.0
3261,1.0
3219,1.0
2281,1.0
2875,1.0
3933,1.0
2599,1.0
3373,1.0
2405,1.0
3221,1.0
3056,1.0
2219,1.0
2938,1.0
3101,1.0
3516,1.0
3306,1.0
2878,1.0
3752,1.0
3019,1.0
3762,1.0
3751,1.0
2531,1.0
3215,1.0
3821,1.0
3009,1.0
2144,1.0
3418,1.0
2326,0.0
2040,1.0
2923,1.0
3140,1.0
3286,1.0
2916,1.0
3155,1.0
2501,1.0
3801,1.0
2693,1.0
2399,1.0
2638,1.0
3546,1.0
2983,1.0
2152,1.0
3918,1.0
2041,0.0
2978,1.0
3045,1.0
2191,1.0
2496,0.0
3779,1.0
2025,1.0
3089,1.0
3671,1.0
2141,1.0
2945,1.0
2649,0.0
3773,1.0
3557,1.0
2229,1.0
3431,1.0
2773,1.0
3406,1.0
2989,1.0
3123,1.0
2105,1.0
2755,1.0
3865,1.0
3307,0.0
2127,1.0
3432,1.0
2710,1.0
2614,1.0
3158,1.0
2558,0.0
2461,0.0
2340,1.0
2542,1.0
2108,1.0
2616,1.0
3532,1.0
3161,1.0
3648,1.0
3790,0.0
2854,1.0
3812,0.0
3842,1.0
