,years_experience,degree,nr_commits,nr_languages,nr_stars
232,0.0,0.0,1995.0,0.0,0.0
365,0.0,0.0,1979.0,0.0,0.0
396,0.0,0.0,994.0,0.0,0.0
330,0.0,0.0,0.0,3.0,9.0
220,0.0,0.0,1002.0,0.0,2.0
236,0.0,0.0,999.0,0.0,0.0
246,0.0,0.0,997.0,1.0,0.0
283,0.0,0.0,1992.0,1.0,0.0
398,0.0,0.0,3030.0,0.0,0.0
347,0.0,0.0,1004.0,0.0,0.0
212,0.0,0.0,1994.0,0.0,2.0
385,0.0,0.0,1003.0,0.0,0.0
226,0.0,0.0,2995.0,-9.0,1.0
290,0.0,0.0,1007.0,2.0,6.0
289,0.0,0.0,1996.0,0.0,0.0
216,0.0,0.0,976.0,0.0,2.0
205,0.0,0.0,1985.0,0.0,3.0
361,0.0,0.0,1011.0,-3.0,4.0
277,0.0,0.0,2989.0,0.0,0.0
380,0.0,0.0,1990.0,0.0,5.0
217,0.0,0.0,2999.0,0.0,0.0
346,0.0,0.0,2001.0,0.0,1.0
235,0.0,0.0,2982.0,0.0,5.0
309,0.0,0.0,995.0,0.0,0.0
250,0.0,0.0,1997.0,0.0,0.0
306,0.0,0.0,1000.0,0.0,0.0
292,0.0,0.0,995.0,0.0,0.0
389,0.0,0.0,2989.0,0.0,9.0
394,0.0,0.0,1998.0,0.0,0.0
243,0.0,0.0,991.0,0.0,2.0
213,0.0,0.0,1007.0,0.0,6.0
218,0.0,0.0,1010.0,0.0,2.0
263,0.0,0.0,1999.0,-7.0,0.0
390,0.0,0.0,996.0,0.0,1.0
391,0.0,0.0,3030.0,0.0,0.0
305,0.0,0.0,999.0,0.0,0.0
358,0.0,0.0,3001.0,0.0,1.0
344,0.0,0.0,998.0,0.0,3.0
329,0.0,0.0,997.0,0.0,1.0
372,0.0,0.0,997.0,0.0,6.0
338,0.0,0.0,1995.0,0.0,0.0
332,0.0,0.0,2996.0,0.0,1.0
257,0.0,0.0,2004.0,0.0,2.0
228,0.0,0.0,999.0,0.0,0.0
223,0.0,0.0,2020.0,0.0,4.0
317,0.0,0.0,2001.0,0.0,0.0
294,0.0,0.0,1009.0,0.0,3.0
335,0.0,0.0,991.0,0.0,0.0
284,0.0,0.0,2005.0,0.0,0.0
261,0.0,0.0,2994.0,0.0,0.0
