,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,3.0,2.0,0.14855075,3.0,8.0,5.0
2001,4.0,1.0,0.54724514,1.0,4.0,0.0
2002,3.0,0.0,0.6883794,5.0,5.0,5.0
2003,4.0,1.0,0.7315774,5.0,6.0,3.0
2004,5.0,2.0,0.45925403,5.0,10.0,3.0
2005,6.0,0.0,0.14265025,4.0,5.0,8.0
2006,4.0,0.0,0.91870415,3.0,5.0,2.0
2007,2.0,0.0,0.21160471,4.0,1.0,4.0
2008,1.0,0.0,0.30793786,6.0,6.0,11.0
2009,4.0,2.0,0.26922154,5.0,2.0,2.0
2010,5.0,2.0,0.0341233,1.0,6.0,4.0
2011,1.0,0.0,0.19628918,6.0,4.0,3.0
2012,1.0,2.0,0.43861783,3.0,8.0,8.0
2013,5.0,0.0,0.55354667,4.0,1.0,3.0
2014,9.0,2.0,0.10082507,6.0,0.0,6.0
2015,1.0,0.0,0.8863616,2.0,5.0,1.0
2016,4.0,0.0,0.6151049,1.0,2.0,0.0
2017,1.0,1.0,0.54398835,4.0,2.0,6.0
2018,4.0,2.0,0.86411464,8.0,1.0,3.0
2019,5.0,0.0,0.76359093,1.0,3.0,4.0
2020,1.0,2.0,0.041395187,4.0,0.0,9.0
2021,2.0,2.0,0.15259421,1.0,7.0,10.0
2022,4.0,2.0,0.94549644,5.0,0.0,2.0
2023,5.0,3.0,0.9998585,4.0,6.0,10.0
2024,0.0,2.0,0.951661,5.0,4.0,2.0
2025,6.0,2.0,0.01674378,6.0,12.0,3.0
2026,4.0,0.0,0.48059762,3.0,4.0,7.0
2027,6.0,3.0,0.057534456,1.0,3.0,2.0
2028,6.0,0.0,0.19530296,1.0,1.0,5.0
2029,6.0,2.0,0.058722973,6.0,1.0,5.0
2030,3.0,1.0,0.61392474,8.0,1.0,6.0
2031,1.0,0.0,0.021599293,4.0,4.0,3.0
2032,2.0,2.0,0.63148785,6.0,2.0,1.0
2033,1.0,1.0,0.30663538,4.0,18.0,1.0
2034,2.0,2.0,0.96792674,4.0,3.0,5.0
2035,5.0,2.0,0.5265099,8.0,1.0,1.0
2036,1.0,0.0,0.26731265,3.0,4.0,1.0
2037,4.0,0.0,0.8919349,2.0,5.0,8.0
2038,3.0,2.0,0.55008125,4.0,7.0,1.0
2039,5.0,2.0,0.25360882,3.0,8.0,14.0
2040,0.0,1.0,0.15120411,2.0,1.0,2.0
2041,4.0,2.0,0.25575805,5.0,3.0,4.0
2042,6.0,1.0,0.2826544,7.0,3.0,4.0
2043,2.0,1.0,0.37723768,2.0,3.0,8.0
2044,8.0,0.0,0.9931239,8.0,8.0,7.0
2045,5.0,0.0,0.30603337,4.0,5.0,7.0
2046,0.0,2.0,0.14128518,7.0,2.0,0.0
2047,4.0,2.0,0.5511483,6.0,5.0,4.0
2048,0.0,0.0,0.22943783,2.0,2.0,3.0
2049,4.0,0.0,0.2206968,2.0,5.0,10.0
2050,6.0,0.0,0.39401865,13.0,2.0,3.0
2051,0.0,0.0,0.61504734,7.0,9.0,0.0
2052,3.0,1.0,0.85611475,4.0,4.0,1.0
2053,1.0,0.0,0.4650426,3.0,1.0,2.0
2054,4.0,2.0,0.74683857,6.0,3.0,6.0
2055,5.0,1.0,0.89992046,4.0,7.0,6.0
2056,3.0,1.0,0.49628448,2.0,7.0,12.0
2057,5.0,0.0,0.4118111,4.0,11.0,2.0
2058,3.0,3.0,0.30237818,3.0,3.0,9.0
2059,1.0,2.0,0.92590976,8.0,2.0,2.0
2060,2.0,0.0,0.63117385,2.0,1.0,2.0
2061,1.0,0.0,0.49756753,5.0,5.0,2.0
2062,4.0,2.0,0.14729095,10.0,4.0,3.0
2063,4.0,0.0,0.5685909,3.0,1.0,3.0
2064,0.0,2.0,0.6838262,4.0,7.0,5.0
2065,2.0,0.0,0.45788383,2.0,2.0,4.0
2066,10.0,3.0,0.19994938,4.0,2.0,5.0
2067,0.0,3.0,0.97147226,8.0,2.0,11.0
