,h_post,h_post_individualized
1203,0.68,
1137,0.64,
1492,0.64,
1028,0.64,
1184,0.64,
1369,0.64,
1790,0.92,
1761,0.68,
1068,1.0,
1069,0.96,
1072,0.68,
1188,0.68,
1757,0.64,
1271,0.68,
1118,0.68,
1159,1.0,
1396,0.68,
1880,0.68,
1533,0.68,
1170,0.68,
1683,1.0,
1918,1.0,
1804,1.0,
1110,0.64,
1094,0.64,
1148,1.0,
1570,1.0,
1786,0.68,
1083,0.68,
1246,0.68,
1335,0.68,
1467,1.0,
1273,0.68,
1830,1.0,
1737,1.0,
1284,0.68,
1344,1.0,
1510,0.68,
1927,0.68,
1288,1.0,
1005,0.68,
1155,1.0,
1521,0.68,
1865,0.68,
1111,0.64,
1351,0.68,
1297,0.68,
1708,0.64,
1486,0.64,
1243,0.68,
1364,0.68,
1298,1.0,
1483,0.64,
1157,0.64,
1652,0.64,
1552,0.64,
1449,0.68,
1482,0.68,
1378,1.0,
1275,0.64,
1221,0.68,
1518,0.68,
1215,0.64,
1299,0.68,
1832,0.96,
1496,1.0,
1174,1.0,
1996,0.68,
1412,0.68,
1630,0.68,
1230,0.64,
1073,0.68,
1700,0.68,
1283,0.68,
1593,1.0,
1427,1.0,
1691,0.64,
1963,0.68,
1906,0.68,
1080,0.54,
1276,0.6,
1813,0.64,
1672,1.0,
1680,0.68,
1453,0.68,
1563,0.68,
1063,0.68,
1686,0.64,
1038,0.68,
1422,0.68,
1091,0.64,
1081,0.64,
1365,1.0,
1309,0.64,
1671,0.64,
1594,0.68,
1039,0.68,
1623,1.0,
1980,0.64,
1455,0.68,
