,u_x1,u_x2,u_x3,u_y
200,-1.579289,-0.43256423,-0.010599352,0.84583604
201,-0.4762726,0.17008147,-0.109532416,0.23074782
202,-0.33129355,0.02754399,0.08082881,0.86244094
203,-1.3347223,-1.5345489,0.2084085,0.8753779
204,1.1144234,-0.4185856,-0.029364562,0.061929584
205,1.5284374,-0.6743891,-0.0009837917,0.64970565
206,1.096276,-1.0600638,-0.049424883,0.6703769
207,0.0037800728,-1.3372825,0.022275142,0.40414464
208,0.04315793,0.55130917,0.16189702,0.18607736
209,1.1785401,0.083842136,0.039769057,0.48173523
210,-0.3984512,-1.5272619,-0.12436308,0.56596804
211,-0.5367187,-0.56011385,-0.061492205,0.86756635
212,-0.02338988,-0.49664572,0.1677284,0.6270827
213,0.18930387,0.79595494,0.042862576,0.63633776
214,-0.8611278,-0.38221547,-0.019494481,0.08258259
215,-0.9057814,0.18261775,-0.08360338,0.70222914
216,0.8905839,0.30590358,0.11723908,0.5080904
217,0.27061853,-0.46931732,-0.08374187,0.36627638
218,0.2623846,-0.7257242,0.15074162,0.48078227
219,0.15201195,0.020778062,0.13274615,0.61877775
220,2.026642,1.7792568,0.005731785,0.4436648
221,-0.8077673,0.40241483,-0.11868397,0.75597954
222,0.6550955,0.6116995,-0.06511431,0.06443322
223,-0.13111685,1.3605245,0.16532938,0.7121283
224,0.65697163,0.20055291,0.11942204,0.7736224
225,1.1853778,0.9432922,-0.17245048,0.14404857
226,1.1123259,0.07010409,0.007491807,0.6745738
227,-0.4380572,-0.39204884,0.11122226,0.5324726
228,-1.6814709,1.5187912,0.026314303,0.57155967
229,0.8574754,-1.2377124,0.151151,0.9489888
230,1.1388513,0.82822365,-0.0112034585,0.17136729
231,0.737088,0.23098342,0.27042258,0.48936176
232,-1.8303914,-0.7399668,0.14289425,0.9788346
233,-0.7606173,1.0564266,-0.14837083,0.33922088
234,0.71291906,-1.4658321,-0.04916112,0.80036664
235,-0.76087916,0.32781038,-0.01327976,0.53492343
236,1.4682807,1.232454,-0.0063244677,0.44168985
237,-1.493468,0.2426592,-0.04539233,0.4380145
238,-0.9800261,-1.3234533,0.045743912,0.52108455
239,-0.40631133,0.030775836,-0.02061945,0.31951857
240,-1.071676,0.4676491,-0.12018525,0.19010437
241,-1.8278236,-0.9724032,0.066493995,0.3355869
242,-1.2115513,-0.47641253,-0.04852001,0.8055681
243,-0.6617666,0.0881322,-0.102163985,0.24164271
244,0.85130984,-1.7111269,0.03966026,0.42930615
245,2.7349427,0.6631075,0.071507715,0.56092227
246,-0.35646793,-0.23354198,0.08841945,0.23799121
247,0.54575163,0.6271718,0.041138228,0.6534653
248,0.07458725,-0.73987097,-0.17393625,0.8356465
249,0.65913004,1.2092155,0.06231592,0.45387506
250,0.43077552,0.90277594,-0.1449343,0.68630946
251,-0.5617169,-0.64142185,0.17807311,0.722268
252,-0.43831018,0.34462202,-0.0796983,0.33012652
253,1.3805212,-0.56311595,0.032008246,0.32305932
254,-1.0342363,-0.8351653,0.040652733,0.5458797
255,-1.6998515,-0.9245296,0.16313012,0.18209982
256,-1.1876948,0.16442585,-0.12577835,0.6535355
257,-1.3290052,1.2601763,-0.050413806,0.33318233
258,-1.5774302,-0.7159249,0.3010938,0.3172958
259,0.38026416,-0.48939806,0.080715604,0.7982619
260,-0.64682966,0.12769513,-0.007862125,0.85325027
