,y_hat
214,False
291,False
241,False
308,False
266,False
322,False
372,False
310,False
200,False
252,False
268,False
246,False
283,False
238,False
329,False
261,False
399,False
235,False
293,False
380,False
314,False
313,False
211,False
273,False
303,False
392,False
352,False
342,False
267,False
349,False
233,False
351,False
239,False
227,False
358,False
263,False
397,False
255,False
393,False
257,False
368,False
203,False
232,False
307,False
391,False
321,False
394,False
258,False
370,False
265,False
