,y_hat
3233,False
3710,False
2135,False
2659,False
3426,False
2169,False
2033,False
3837,False
3980,False
2743,False
3180,False
3482,False
3117,False
2849,False
2568,False
3751,False
2087,False
2847,False
2590,False
3368,False
2413,False
2867,False
3897,False
2368,False
3394,False
2427,False
3385,False
2803,False
3943,False
2718,False
3038,False
2300,False
3536,False
2232,False
2850,False
3854,False
2496,False
2259,False
2676,False
2224,False
2855,False
3563,False
2520,False
3030,False
2651,False
3190,False
2487,False
3821,False
2574,False
2344,False
2624,False
3115,False
3850,False
3243,False
2422,False
2873,False
2255,False
2440,False
2323,False
3093,False
3291,False
3560,False
2594,False
3479,False
2161,False
3281,False
3609,False
3229,False
2111,False
3396,False
3161,False
3460,False
2636,False
3276,False
3845,False
2467,False
3297,False
3036,False
3794,False
3203,False
2539,False
2973,False
2101,False
3078,False
2081,False
2060,False
2380,False
3796,False
3101,False
3420,False
3418,False
3754,False
2322,False
3053,False
2794,False
2296,False
2147,False
2697,False
2246,False
2777,False
3407,False
3942,False
3193,False
3631,False
2642,False
3820,False
2754,False
3441,False
2263,False
2384,False
2589,False
2187,False
3400,False
3936,False
2490,False
3554,False
3485,False
2995,False
2969,False
3067,False
2037,False
3530,False
3496,False
3308,False
2127,False
3661,False
3318,False
3219,False
3905,False
3702,False
3953,False
2254,False
2567,False
3478,False
2022,False
2067,False
2540,False
3553,False
3641,False
2529,False
2680,False
2152,False
2168,False
2670,False
3154,False
3452,False
2063,False
2203,False
2796,False
3137,False
2350,False
2562,False
3017,False
3292,False
3333,False
2019,False
2007,False
3262,False
3282,False
2180,False
3129,False
2166,False
3210,False
2923,False
3209,False
3586,False
3749,False
3504,False
3357,False
2164,False
3091,False
3442,False
3653,False
3319,False
3519,False
2510,False
3457,False
3891,False
3666,False
2385,False
3535,False
3882,False
2698,False
2606,False
3818,False
2400,False
3289,False
2343,False
2880,False
2869,False
2002,False
2647,False
2214,False
3215,False
3745,False
2304,False
2618,False
2463,False
3968,False
3100,False
