,u_x1,u_x2,u_y,u_x3
250,1.1581537,1.0425341,0.4212607,2.2618124
251,1.0698587,0.32141504,0.04889214,0.4367803
252,0.61686593,-1.3727269,0.8626387,1.3313527
253,-0.7466954,-1.4765555,0.31125367,-1.1708912
254,0.13342571,-0.01004321,0.20263362,-0.13680808
255,-1.3218874,-0.7160226,0.84219396,-0.10817148
256,0.5369167,1.3586962,0.63681257,-1.9485456
257,0.09194914,-1.0711939,0.18829226,-0.82128817
258,-1.0445207,1.4555485,0.8770217,0.7219947
259,0.34075254,-0.17937386,0.589926,-0.5224172
260,-0.3469062,-0.34969953,0.871794,-1.0445323
261,-0.1774575,-0.3108013,0.28757143,1.0530423
262,-0.73774314,0.34611213,0.4958278,-0.7764325
263,0.59517825,0.97384226,0.36657584,1.1553872
264,0.4942351,-0.9511752,0.18020153,-0.42875823
265,1.4859122,0.201951,0.4214729,-0.41855887
266,0.23058294,-0.22142877,0.42784774,3.1544363
267,0.38565397,0.9380204,0.84705997,-0.49861133
268,-1.1232326,0.56274533,0.008654237,0.0635655
269,-0.8885126,1.9168646,0.94359195,0.00959721
270,0.29861394,-1.1272779,0.11119449,-1.9554254
271,-1.4675431,-0.71917504,0.40205002,-1.6784712
272,0.8309371,0.4948575,0.9868548,-0.46703836
273,-0.548339,0.65139186,0.58287466,0.55271643
274,-0.7980397,-2.5105517,0.08451295,0.65189695
275,0.9382593,-0.32743284,0.85271835,0.97960585
276,-0.06914242,1.8645136,0.5138316,-2.7143435
277,-0.66740936,-0.56142133,0.4813465,0.3277073
278,-0.13174015,1.4537725,0.881089,-0.96978456
279,-1.4315964,0.8602776,0.14574766,-0.73469865
280,-1.3332105,1.236821,0.36043608,1.4993778
281,0.040526967,-1.0422503,0.18366623,-1.3395365
282,-0.17363915,0.73597693,0.7751869,-1.7945563
283,0.5873991,0.16949639,0.2571609,0.31392923
284,1.9737378,-0.76728886,0.9130323,-1.9697707
285,0.32358944,0.7782817,0.17807293,-0.5020341
286,0.5001551,0.157482,0.6512499,-0.78590846
287,0.07594051,-1.6390204,0.55768263,1.294104
288,-1.6742123,0.048484497,0.8635429,1.35497
289,-0.85468453,1.7186476,0.3599738,0.026248762
290,0.7159606,-0.477991,0.08696711,0.45189357
291,1.3812243,-0.5050523,0.12631726,-0.8230499
292,0.645373,1.3075153,0.30960834,-0.032499805
293,0.061211348,1.1807086,0.78472126,0.1065433
294,-0.5318907,0.72521776,0.022991776,-1.2007077
295,0.46396387,0.083933,0.56079423,-0.3327665
296,0.18318413,1.7447073,0.8656591,1.3690071
297,-1.5330588,1.4697398,0.67782545,-0.20899673
298,-0.52984756,1.9707434,0.019260764,-1.3745261
299,0.7445716,0.8043093,0.0030035973,-1.7032499
300,-0.37915602,0.86035633,0.08565581,0.0787302
301,0.12480719,-1.0460395,0.19445217,-0.015534662
302,0.76988107,0.85188484,0.9337189,-1.258151
303,-0.28609252,-0.9988672,0.32467163,2.0650003
304,-0.045398686,-0.8839262,0.8532443,-0.09678106
305,-0.079493515,1.5606796,0.04963088,-1.2824743
306,0.14166692,-0.2745582,0.37304318,0.94657135
307,-0.13640846,-0.6956419,0.4591211,-0.35191286
308,-0.99147266,1.3222796,0.5568483,-0.5785234
309,0.9335611,1.0350138,0.28698647,0.4596206
310,1.5372729,1.8969984,0.5925406,0.16012342
311,-0.7821747,0.7664362,0.9327016,-0.7220038
312,-0.58114463,-0.005611371,0.36628902,-1.4558935
313,0.61904037,0.7859604,0.91560423,1.1897931
314,0.5690577,0.08332758,0.7201811,0.420101
315,1.7451428,0.11509031,0.81796885,-0.024893649
316,0.028443469,-1.4403526,0.1961149,-0.45206785
317,1.6768742,0.5679081,0.082562566,-0.9388659
318,-0.8777694,-1.9827976,0.28686666,1.3926063
319,1.4494962,-1.1548448,0.84830654,-1.0205424
320,0.31923872,-1.6257828,0.8372054,-0.755102
321,-0.3758497,1.5985005,0.39852357,0.92119
322,0.35610795,1.5879201,0.13600945,-1.8667793
323,0.506112,-1.0607965,0.9240843,2.8819509
324,-0.36933523,-0.5678802,0.7365329,-1.1137757
325,0.8743508,-0.7056641,0.8909583,-0.13567077
326,0.44244593,-0.3398152,0.5561372,-0.050248004
327,-0.28732827,-1.3325198,0.70742834,0.3420072
328,-0.44280663,1.4318942,0.014481187,-0.17730662
329,0.76089406,0.20670746,0.9697355,0.2538993
330,-1.7142253,1.5528189,0.08931732,1.0711168
331,0.24755026,-0.2695538,0.19109154,0.05653578
332,-0.17714942,0.2187147,0.022224069,-1.161035
333,-0.013711106,-1.1504564,0.9077704,-0.53315854
334,1.9155641,-1.152151,0.032045484,-0.19907002
335,1.2594734,-0.29456294,0.8062128,-0.03366821
336,-0.7125965,-0.10592712,0.7104305,-0.30597013
337,0.466017,0.56195575,0.9121884,-0.13525249
338,0.56224096,-1.29298,0.13556325,0.54055315
339,0.3715622,0.46004173,0.49117494,2.3558717
340,-0.10345527,-1.5784835,0.20447612,1.775039
341,1.5377504,-0.96420735,0.25575852,-0.3904662
342,1.6710515,1.3738282,0.08091533,0.96656805
343,0.2676441,1.1057477,0.80914116,-0.17878935
344,0.043890122,0.74997,0.73976743,-2.0652084
345,0.07495701,1.33983,0.9493289,1.3694786
346,0.48710138,0.06347178,0.63872683,-0.7785954
347,-0.23461473,0.7936673,0.5455096,-2.3651338
348,1.3329217,-0.628323,0.91124547,-0.4824295
349,1.0416365,0.44630814,0.30805647,-0.31120992
350,0.21772903,-0.55853343,0.4097004,-0.74402976
351,1.0459937,0.6204054,0.30594945,-0.35173512
352,0.6238829,1.0410199,0.51758575,0.06340471
353,-0.9692787,1.7551962,0.62684643,-1.3908752
354,-0.82225895,-1.2235316,0.51688135,0.11693531
355,0.22961092,-0.7586017,0.87158954,1.4344325
356,-2.0317411,-0.26679203,0.8682623,-0.401801
357,-0.93168163,0.3523098,0.34890378,1.4962138
358,0.73186535,-0.36973065,0.032093287,-1.1903492
359,1.1923763,1.3415682,0.2246238,-1.4106159
360,-0.4085269,-0.47545043,0.5537416,0.44809973
361,-1.4290082,1.054127,0.15420258,-1.3756859
362,0.47219807,-0.2691879,0.6362113,0.20876326
363,0.7407267,-0.7524593,0.93189216,1.4353702
364,-0.017773982,-0.38845056,0.21802378,0.90619236
365,0.51242477,0.41268116,0.5997776,0.64554334
366,-0.98756826,0.7698453,0.06267762,-0.38298905
367,-0.5992549,-0.018490653,0.83049834,1.2353526
368,0.18160577,0.8276755,0.9209006,0.059702575
369,-2.4505646,0.38186917,0.28472066,0.3665156
370,-0.56183696,-0.5296323,0.7733252,0.80423707
371,-0.6965518,0.71044517,0.18287504,1.0879531
372,0.34675783,-0.5290833,0.29038644,1.7745395
373,-0.2928848,1.349515,0.60708797,-0.50574124
374,-0.20309247,-1.655756,0.7629659,-2.1716225
375,-1.2508376,0.6819442,0.6728624,-1.18367
376,-1.5115414,-0.14785667,0.91878986,-0.4401362
377,0.8917546,-0.037104324,0.68478596,-0.9396211
378,1.0852003,1.3781701,0.5821502,-0.26582363
379,-1.8448341,-0.8031472,0.7646656,-1.6075552
380,-0.5874798,-1.3357592,0.4504571,-0.082069315
381,0.99901855,0.02677695,0.58664334,0.35879248
382,0.9010297,-0.38195255,0.54629195,-1.7391199
383,0.25716692,-1.9860704,0.52071834,0.3764303
384,0.07009181,0.061634663,0.6508678,0.88179624
385,0.299772,-2.361155,0.117973804,0.26654825
386,0.6027151,-1.2606164,0.033886194,-1.300788
387,2.497381,0.23203772,0.85398877,0.86337495
388,-1.2346939,0.10754947,0.60904956,-0.23368199
389,0.2971252,0.178914,0.51301455,-0.4168066
390,0.61056215,-0.29555765,0.030259728,0.4578605
391,0.44066912,1.2446983,0.2465657,-0.09219327
392,1.6557214,-0.6429209,0.8477497,-2.2877922
393,-0.39261842,-1.096978,0.42395222,-0.32329553
394,1.9872906,0.8072562,0.6945877,-1.1904802
395,-0.17630078,-0.4217225,0.77290523,0.17276724
396,0.700172,1.0078715,0.52878773,1.0860184
397,-1.893492,-0.84301925,0.5679809,-0.3614297
398,2.8330932,0.37863868,0.3937148,1.9511403
399,2.266368,-1.84137,0.43583727,1.0588454
400,1.2449434,-0.8521114,0.975934,0.21873738
401,0.63056934,1.0932434,0.23469663,0.7893944
402,0.13618663,1.4446741,0.7421987,-1.3258048
403,-0.3503473,-0.48805252,0.35863185,1.5745711
404,0.57101846,0.9706273,0.003473401,-0.56101835
405,-0.18980542,0.62301844,0.18536031,-0.5452781
406,0.010277941,-2.1772919,0.31664884,0.26807094
407,0.063510105,-1.0283394,0.05340767,-1.3731494
408,-0.7249009,0.24641196,0.60377645,1.9224764
409,0.9278207,1.547795,0.8135605,-0.9219949
