,years_experience,degree
248,0.0,3.0
342,2.0,0.0
291,0.0,1.0
297,3.0,1.0
272,1.0,1.0
370,1.0,1.0
388,2.0,2.0
221,2.0,0.0
335,1.0,1.0
315,1.0,2.0
301,2.0,1.0
329,3.0,1.0
397,0.0,2.0
399,1.0,1.0
381,1.0,3.0
232,2.0,1.0
326,0.0,1.0
302,2.0,0.0
338,0.0,1.0
249,2.0,2.0
385,1.0,0.0
274,0.0,2.0
262,1.0,3.0
260,0.0,2.0
247,0.0,1.0
398,0.0,1.0
319,1.0,0.0
355,3.0,1.0
298,0.0,1.0
234,1.0,0.0
357,0.0,2.0
246,1.0,1.0
321,0.0,2.0
346,1.0,2.0
368,0.0,3.0
279,0.0,3.0
289,0.0,1.0
245,3.0,1.0
267,3.0,1.0
328,0.0,2.0
273,0.0,2.0
365,0.0,1.0
304,3.0,0.0
276,0.0,1.0
362,1.0,1.0
217,2.0,1.0
380,2.0,1.0
295,1.0,0.0
263,0.0,2.0
351,1.0,0.0
