,y_hat
248,False
342,False
291,False
297,False
272,False
370,False
388,False
221,False
335,False
315,False
301,False
329,False
397,False
399,False
381,False
232,False
326,False
302,False
338,False
249,False
385,False
274,False
262,False
260,False
247,False
398,False
319,False
355,False
298,False
234,False
357,False
246,False
321,False
346,False
368,False
279,False
289,False
245,False
267,False
328,False
273,False
365,False
304,False
276,False
362,False
217,False
380,False
295,False
263,False
351,False
