,0
700,1.0
637,1.0
523,1.0
642,1.0
798,1.0
807,1.0
618,1.0
540,1.0
816,1.0
657,1.0
565,1.0
786,1.0
906,1.0
672,1.0
856,1.0
705,1.0
889,1.0
608,1.0
731,1.0
691,1.0
864,1.0
990,1.0
858,1.0
824,1.0
907,1.0
946,1.0
544,1.0
843,1.0
562,1.0
950,1.0
892,1.0
812,1.0
713,1.0
663,1.0
602,0.0
865,1.0
887,1.0
870,1.0
763,1.0
791,1.0
676,1.0
961,1.0
823,1.0
756,1.0
897,1.0
697,1.0
600,1.0
804,1.0
986,1.0
683,1.0
660,1.0
859,1.0
693,1.0
553,1.0
826,1.0
794,1.0
682,1.0
895,1.0
646,1.0
774,1.0
625,1.0
960,1.0
526,0.0
577,1.0
606,1.0
502,1.0
747,1.0
724,0.0
614,1.0
688,1.0
738,1.0
585,1.0
616,1.0
745,1.0
972,1.0
623,1.0
942,1.0
825,1.0
835,1.0
771,1.0
727,1.0
882,1.0
810,1.0
813,1.0
844,1.0
594,1.0
951,1.0
580,1.0
609,1.0
841,1.0
964,1.0
939,1.0
541,1.0
529,1.0
719,1.0
877,1.0
994,1.0
722,1.0
567,1.0
504,1.0
