,0
882,1.0
551,1.0
550,1.0
647,1.0
700,1.0
856,1.0
783,0.0
963,1.0
830,0.0
671,1.0
609,1.0
970,1.0
650,1.0
500,1.0
980,1.0
928,1.0
800,1.0
512,1.0
930,1.0
833,1.0
562,1.0
964,1.0
634,1.0
641,1.0
938,1.0
824,1.0
596,1.0
623,1.0
638,1.0
780,1.0
757,1.0
866,1.0
687,1.0
999,1.0
503,1.0
713,1.0
662,1.0
914,1.0
587,1.0
984,1.0
812,1.0
904,1.0
862,1.0
993,1.0
699,1.0
831,1.0
817,1.0
710,1.0
590,1.0
915,1.0
604,1.0
838,1.0
777,1.0
514,1.0
768,1.0
707,1.0
627,1.0
965,1.0
801,1.0
586,1.0
517,1.0
553,1.0
683,1.0
883,1.0
665,1.0
729,1.0
666,1.0
767,1.0
643,1.0
657,1.0
961,1.0
791,1.0
688,1.0
745,1.0
738,1.0
537,1.0
944,1.0
690,1.0
759,1.0
680,1.0
603,1.0
616,1.0
927,1.0
815,0.0
686,1.0
900,1.0
628,1.0
850,0.0
645,1.0
976,1.0
753,1.0
567,1.0
926,0.0
529,1.0
583,1.0
565,1.0
790,1.0
785,1.0
811,1.0
799,1.0
