r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.45716666666666667,0.5690000000000001,1.2843333333333333,2.3104999999999998,0.0,0.30603608175072,0.33172164535947907,0.5207226549069411,0.3828736736836319,0.0,0.75
individualized,acceptance,0.7388333333333333,0.8075,0.8981666666666667,2.4444999999999997,0.0,0.23387728263628627,0.47149681865310605,0.3612486447494763,0.329326965188094,0.0,0.85
individualized,acceptance,0.6,0.4795,1.1543333333333332,2.233833333333333,0.0,0.2112042849944101,0.21898687175262363,0.8444066457183607,0.4342160560519764,0.0,0.9
individualized,acceptance,0.8371666666666666,0.4836666666666667,1.1373333333333333,2.4581666666666666,0.0,0.1612609169431123,0.1007488626900241,0.554196340057685,0.2944385900885501,0.0,0.9499999999999998
subpopulation,acceptance,0.42009229310682,0.6566510683706178,1.4415596340416126,2.51830299551905,0.0,0.3752539662184865,0.3453219971567419,0.4356019788442147,0.4553132455813235,0.0,0.75
subpopulation,acceptance,0.7829678510998308,0.9760194585448393,1.054020304568528,2.813007614213198,0.0,0.33394584206975947,0.5454469769732017,0.4543398093985812,0.2842992367409597,0.0,0.85
subpopulation,acceptance,0.5898852596314909,0.6804740368509212,1.312894472361809,2.583253768844221,0.0,0.26811830678029025,0.3680095885960544,0.9381489677388948,0.33429605741004353,0.0,0.9
subpopulation,acceptance,0.8646666666666666,0.6688333333333333,1.4768333333333334,3.0103333333333335,0.0,0.27140022721680485,0.11705803404010057,0.6755267080829102,0.28814290436055046,0.0,0.9499999999999998
individualized,counterfactual,0.331,0.7210000000000001,1.939,2.9909999999999997,0.0,0.44581414288916404,0.7116141861992354,0.5782121150581332,0.7858516081296771,0.0,0.75
individualized,counterfactual,0.7768333333333334,1.281,1.5194999999999999,3.5773333333333337,0.0,0.39802397331484113,0.6768432240925516,0.4994454424659414,0.14676369896310668,0.0,0.85
individualized,counterfactual,0.5085,0.7563333333333332,1.7271666666666665,2.9920000000000004,0.0,0.4405085129710889,0.6091995431164843,1.0995756378409507,0.09560465469839854,0.0,0.9
individualized,counterfactual,0.8604999999999997,0.6999999999999998,1.9686666666666666,3.5291666666666663,0.0,0.45532872740471786,0.34217356706794283,0.8308395352493364,0.03392761903425209,0.0,0.9499999999999998
individualized,improvement,1.0038333333333334,0.8941666666666667,1.6075,3.5055,0.0,0.052548390397169464,0.12550531197257483,0.13570464251454334,0.27106595138452905,0.0,0.75
individualized,improvement,1.1055,1.1083333333333334,1.7271666666666665,3.9410000000000003,0.0,0.03668446537705023,0.12142315814264323,0.31108372399296824,0.39539821699142735,0.0,0.85
individualized,improvement,1.2268333333333334,1.0486666666666669,1.524,3.7995,0.0,0.05239354285914756,0.051128107077549174,0.10812955192730603,0.05936539395978104,0.0,0.9
individualized,improvement,1.3923333333333332,1.2036666666666667,1.4451666666666665,4.041166666666666,0.0,0.01501943185787444,0.023228933107943765,0.06592483093139744,0.07303480905248769,0.0,0.9499999999999998
subpopulation,improvement,1.07996632996633,0.8638047138047139,1.6661616161616164,3.60993265993266,0.0,0.09299560289757354,0.1315860928827677,0.12828581082987922,0.2650559391637247,0.0,0.75
subpopulation,improvement,1.1924798994974874,1.0553475711892797,1.8640661641541039,4.111893634840871,0.0,0.005101232093771441,0.051379518093364884,0.2607165099494499,0.2687594593795128,0.0,0.85
subpopulation,improvement,1.3025879396984925,1.0821499162479062,1.6433500837520938,4.0280879396984925,0.0,0.05772533373611283,0.07356079485855258,0.1424496722817811,0.10641774649000488,0.0,0.9
subpopulation,improvement,1.5031666666666668,1.2355,1.5899999999999999,4.328666666666667,0.0,0.06871195917257303,0.06417359269980133,0.11426394882026442,0.132850793499073,0.0,0.9499999999999998
