r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.8200000127156576,0.4766666789849599,2.3115,0.0,0.0,0.0,0.0,,0.08314448149565969,0.11793360491043119,0.38119515999026005
individualized,acceptance,0.85,0.85,1.0,1.0,,0.7426666816075643,0.5233333508173624,3.5773333333333333,0.0,0.0,0.0,0.0,,0.07478188909057742,0.02929733235320216,0.14676369896310654
individualized,acceptance,0.9,0.9,1.0,1.0,,0.7056666811307272,0.47333332896232605,2.2358333333333333,0.0,0.0,0.0,0.0,,0.1122244978505368,0.06048415052798962,0.43248420009675886
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.6893333395322164,0.5149999956289927,2.4581666666666666,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.19207380274783878,0.05408326301535888,0.29443859008855033
subpopulation,acceptance,0.75,0.75,1.0,0.9,,0.7629999915758768,0.4683333436648051,2.5050000000000003,0.0,0.0,0.0,0.02291287847477922,,0.10965854746297195,0.12342339678969658,0.44725188652480824
subpopulation,acceptance,0.85,0.85,1.0,0.9066666666666667,,0.6966666579246521,0.5449999968210856,3.8302500000000004,0.0,0.0,0.0,0.027537852736430533,,0.09121586215746187,0.03605550316646242,0.4889643391904973
subpopulation,acceptance,0.9,0.9,1.0,0.9533333333333333,,0.7226666808128357,0.4633333384990692,2.5813333333333333,0.0,0.0,0.0,0.012583057392117928,,0.1714710749658649,0.07505555275692867,0.32864202916445945
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.98,,0.6116666396458944,0.5316666762034098,3.0109999999999997,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0050000000000000044,,0.2522584452080225,0.045092485367389655,0.2885740806101615
individualized,counterfactual,0.75,0.75,1.0,0.9950000000000001,,0.7586666742960612,0.41333332657814026,2.994666666666667,0.0,0.0,0.0,0.0050000000000000044,,0.14714050438902995,0.1497776063846911,0.7818120511563716
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.621666689713796,0.48666666944821674,4.104833333333334,0.0,0.0,0.0,0.0,,0.14097637003026567,0.023094005949798952,0.2600588074519562
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.7216667135556539,0.37833333015441895,2.9936666666666665,0.0,0.0,0.0,0.0,,0.22350469844048776,0.05251984701727353,0.0938647076026624
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.531333327293396,0.4950000047683716,3.5295,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.3812667352075985,0.07262918546568978,0.03335041229130496
individualized,improvement,0.75,0.75,1.0,0.9816666666666666,1.0,0.9490000009536743,0.7816666563351949,3.5055,0.0,0.0,0.0,0.02020725942163692,0.0,0.020223747402305044,0.05530217877230239,0.2710659513845293
individualized,improvement,0.85,0.85,1.0,1.0,1.0,0.9880000352859497,0.8766666650772095,2.4461666666666666,0.0,0.0,0.0,0.0,0.0,0.006082787106053785,0.03818815290286004,0.3282721178128495
individualized,improvement,0.9,0.9,1.0,1.0,1.0,0.9786667029062907,0.9066666563351949,3.7995,0.0,0.0,0.0,0.0,0.0,0.009237588614816498,0.017559437291280577,0.05936539395978144
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,0.9953333536783854,0.9466666579246521,4.041833333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0032144965063380577,0.005773497185855025,0.07418950959086708
subpopulation,improvement,0.75,0.75,1.0,0.9199999999999999,,0.8776666720708212,0.7683333357175192,3.5751666666666666,0.0,0.0,0.0,0.03278719262150998,,0.0307462601907489,0.05686241919019599,0.2625977595740936
subpopulation,improvement,0.85,0.85,1.0,0.9766666666666666,,0.9579999844233195,0.8416666587193807,2.8000000000000003,0.0,0.0,0.0,0.01527525231651948,,0.010440300548908408,0.024664425025286468,0.27021149124343335
subpopulation,improvement,0.9,0.9,1.0,0.9916666666666667,,0.9673333565394083,0.8866666754086813,4.0215000000000005,0.0,0.0,0.0,0.0028867513459481316,,0.010598787443617377,0.02081667354768502,0.10472463893468452
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9883333245913187,0.9350000023841858,4.328666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.007094598559743423,0.008660245778782537,0.132850793499073
