,x1,x2
961,1.7,0.0
984,2.2,-0.0
946,1.3,0.0
751,2.2,0.0
640,2.1,-0.0
563,3.8,0.0
781,1.8,1.1
709,2.3,0.0
662,1.6,0.0
678,4.8,3.7
814,2.7,3.2
990,2.0,-0.0
893,1.5,2.6
916,1.3,1.5
531,3.1,0.0
641,2.4,0.0
740,2.8,-0.0
541,1.8,2.1
634,1.9,0.0
572,1.9,-0.0
981,3.5,0.0
863,3.4,0.0
837,3.9,4.5
748,3.3,0.0
569,1.6,2.1
877,3.2,0.0
926,2.0,0.0
542,1.8,-0.0
504,1.6,1.6
522,1.0,2.7
943,2.6,-0.0
566,1.4,2.7
798,3.2,0.0
745,2.0,0.0
515,1.9,2.2
586,2.6,-0.0
503,1.8,2.1
632,1.9,0.0
688,2.9,-0.0
842,2.7,0.0
802,3.0,-0.0
982,1.6,0.0
561,2.3,-0.0
838,1.7,-0.0
573,2.7,4.1
715,1.8,-0.0
722,1.9,-0.0
889,4.1,3.7
639,1.3,0.0
708,3.0,-0.0
895,1.8,-0.0
760,2.3,0.0
948,3.4,0.0
841,1.9,-0.0
887,2.5,-0.0
540,1.7,0.0
739,1.8,0.0
666,1.5,1.7
793,2.0,1.4
915,2.8,0.0
741,2.2,-0.0
647,2.1,0.0
858,2.3,-0.0
593,2.7,3.0
890,2.5,0.0
544,3.2,0.0
777,2.7,3.2
737,1.7,1.8
691,2.0,0.0
913,1.7,-0.0
616,2.1,1.3
574,2.0,-0.0
702,1.8,0.0
530,1.6,0.0
778,1.8,0.0
790,2.9,-0.0
773,1.5,2.6
734,2.9,0.0
811,2.3,0.0
746,2.0,-0.0
500,2.0,0.0
899,2.0,0.0
723,1.6,-0.0
850,2.8,3.8
953,2.7,0.0
753,2.0,2.1
668,1.6,2.2
583,2.2,-0.0
762,3.3,3.8
966,1.9,0.0
815,1.7,1.7
521,2.8,-0.0
980,2.2,0.0
594,2.8,0.0
833,2.3,-0.0
795,1.5,-0.0
557,2.9,0.0
805,1.7,0.0
625,3.3,-0.0
967,1.9,1.4
