,h_post,h_post_individualized
1585,0.998898,1.0
1386,0.99768066,1.0
1111,0.99831533,1.0
1923,0.99692446,1.0
1977,0.9984707,1.0
1116,0.9985168,1.0
1741,0.9977688,1.0
1437,0.9967274,1.0
1166,0.99723834,1.0
1433,0.9994542,1.0
1007,0.9983246,1.0
1572,0.99863863,1.0
1130,0.9991765,1.0
1661,0.99699104,1.0
1797,0.9976856,1.0
1344,0.9868698,1.0
1233,0.9983936,1.0
1541,0.99889266,1.0
1642,0.99641323,1.0
1404,0.9990838,1.0
1639,0.997394,1.0
1287,0.99864024,1.0
1681,0.9962226,1.0
1452,0.9975645,1.0
1618,0.9992239,1.0
1177,0.9974648,1.0
1607,0.996562,1.0
1819,0.9981154,1.0
1088,0.9996578,1.0
1462,0.9988305,1.0
1467,0.9987632,1.0
1203,0.99896723,1.0
1940,0.9972367,1.0
1888,0.99881095,1.0
1308,0.9992775,1.0
1400,0.9868371,1.0
1629,0.9969022,1.0
1070,0.9978133,1.0
1907,0.99812895,1.0
1112,0.99870956,1.0
1884,0.9959322,1.0
1626,0.997881,1.0
1597,0.9989194,1.0
1147,0.9989334,1.0
1267,0.99761057,1.0
1906,0.99550354,1.0
1331,0.99738216,1.0
1285,0.9990365,1.0
1372,0.96988577,1.0
1902,0.9974028,1.0
1744,0.99792683,1.0
1533,0.99845856,1.0
1076,0.9918308,1.0
1046,0.998986,1.0
1236,0.9954744,1.0
1081,0.9991839,1.0
1426,0.9988392,1.0
1753,0.99878514,1.0
1567,0.9995854,1.0
1179,0.99790335,1.0
1660,0.9940888,1.0
1883,0.99771506,1.0
1002,0.99911886,1.0
1440,0.9969951,1.0
1989,0.9957293,1.0
1484,0.99539286,1.0
1332,0.998903,1.0
1638,0.9990419,1.0
1105,0.9973896,1.0
1174,0.9992152,1.0
1210,0.9987134,1.0
1778,0.9953624,1.0
1603,0.9988735,1.0
1764,0.99942803,1.0
1725,0.99897254,1.0
1415,0.9980093,1.0
1110,0.99697703,1.0
1039,0.99906105,1.0
1801,0.99601614,1.0
1225,0.9990091,1.0
1168,0.9981819,1.0
1458,0.9989235,1.0
1929,0.9992295,1.0
1645,0.98990303,1.0
1931,0.9887912,1.0
1075,0.99768496,1.0
1149,0.99926126,1.0
1895,0.9979432,1.0
1934,0.9978716,1.0
1346,0.99961025,1.0
1387,0.99964976,1.0
1814,0.9926671,1.0
1324,0.9993466,1.0
1485,0.9983714,1.0
1435,0.9984351,1.0
1568,0.99735254,1.0
1376,0.9988257,1.0
1899,0.99783003,1.0
1806,0.9988696,1.0
1362,0.9659421,1.0
