,y_hat
1110,False
1552,False
1196,False
1938,False
1858,False
1310,False
1320,False
1899,False
1954,False
1426,False
1852,False
1039,False
1864,False
1290,False
1131,False
1070,False
1987,False
1520,False
1352,False
1036,False
1057,False
1176,False
1939,False
1284,False
1645,False
1913,False
1460,False
1485,False
1344,False
1576,False
1420,False
1293,False
1841,False
1933,False
1162,False
1611,False
1199,False
1443,False
1179,False
1476,False
1988,False
1752,False
1652,False
1840,False
1055,False
1269,False
1836,False
1150,False
1982,False
1992,False
1519,False
1895,False
1213,False
1034,False
1607,False
1161,False
1101,False
1816,False
1267,False
1498,False
1707,False
1063,False
1295,False
1976,False
1888,False
1563,False
1438,False
1349,False
1940,False
1077,False
1921,False
1541,False
1883,False
1360,False
1757,False
1674,False
1370,False
1873,False
1736,False
1462,False
1348,False
1990,False
1308,False
1771,False
1119,False
1413,False
1410,False
1382,False
1901,False
1288,False
1103,False
1625,False
1995,False
1391,False
1861,False
1067,False
1569,False
1440,False
1233,False
1312,False
