,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,3.0,0.54166555,5.0,3.0,3.0
2001,1.0,0.0,0.5364032,5.0,0.0,1.0
2002,2.0,1.0,0.38658655,4.0,1.0,7.0
2003,3.0,3.0,0.22123611,3.0,4.0,3.0
2004,1.0,0.0,0.7780868,4.0,5.0,10.0
2005,3.0,2.0,0.9423593,5.0,4.0,6.0
2006,3.0,1.0,0.18786073,4.0,0.0,1.0
2007,2.0,0.0,0.6772344,5.0,4.0,5.0
2008,6.0,1.0,0.2923038,7.0,3.0,1.0
2009,5.0,0.0,0.536162,4.0,5.0,2.0
2010,2.0,0.0,0.55418205,1.0,0.0,3.0
2011,6.0,3.0,0.036870956,3.0,4.0,6.0
2012,8.0,2.0,0.72859395,4.0,6.0,5.0
2013,2.0,2.0,0.36139214,5.0,2.0,5.0
2014,2.0,0.0,0.35974467,6.0,3.0,3.0
2015,6.0,1.0,0.717432,7.0,3.0,2.0
2016,2.0,3.0,0.67478704,2.0,6.0,3.0
2017,5.0,2.0,0.4998144,6.0,2.0,1.0
2018,3.0,0.0,0.45143604,2.0,1.0,0.0
2019,3.0,2.0,0.82842016,6.0,3.0,5.0
2020,2.0,1.0,0.6298115,6.0,5.0,5.0
2021,2.0,3.0,0.5803002,4.0,4.0,4.0
2022,4.0,1.0,0.23581588,4.0,9.0,4.0
2023,5.0,0.0,0.80055654,0.0,2.0,2.0
2024,1.0,1.0,0.59302115,3.0,0.0,5.0
2025,4.0,2.0,0.33599555,3.0,6.0,4.0
2026,2.0,2.0,0.6980765,2.0,0.0,7.0
2027,3.0,0.0,0.23233259,3.0,1.0,3.0
2028,5.0,0.0,0.5075172,3.0,3.0,3.0
2029,1.0,1.0,0.2664956,4.0,13.0,5.0
2030,3.0,3.0,0.61272275,6.0,2.0,1.0
2031,1.0,3.0,0.99737334,3.0,0.0,4.0
2032,7.0,1.0,0.0219872,3.0,0.0,2.0
2033,0.0,1.0,0.22137034,7.0,4.0,7.0
2034,2.0,2.0,0.16193628,4.0,11.0,1.0
2035,3.0,0.0,0.42926097,5.0,3.0,9.0
2036,1.0,0.0,0.47554183,3.0,5.0,3.0
2037,8.0,2.0,0.5921763,5.0,6.0,0.0
2038,2.0,1.0,0.5405446,5.0,0.0,3.0
2039,5.0,1.0,0.82242227,5.0,3.0,7.0
2040,1.0,0.0,0.59744847,1.0,4.0,5.0
2041,1.0,2.0,0.08215487,4.0,2.0,3.0
2042,2.0,0.0,0.97241724,8.0,7.0,5.0
2043,3.0,1.0,0.1595838,4.0,2.0,3.0
2044,0.0,0.0,0.058776498,2.0,4.0,13.0
2045,2.0,0.0,0.38782728,5.0,3.0,2.0
2046,4.0,2.0,0.9374808,2.0,0.0,4.0
2047,0.0,2.0,0.92245877,1.0,3.0,5.0
2048,4.0,3.0,0.36797845,3.0,5.0,9.0
2049,4.0,1.0,0.03690803,5.0,6.0,1.0
2050,1.0,1.0,0.4434557,3.0,1.0,2.0
2051,2.0,0.0,0.82457054,5.0,2.0,3.0
2052,2.0,2.0,0.5289806,4.0,0.0,10.0
2053,1.0,2.0,0.7766932,4.0,3.0,8.0
2054,2.0,3.0,0.5387794,3.0,1.0,8.0
2055,4.0,0.0,0.13360858,6.0,13.0,3.0
2056,4.0,0.0,0.65794003,3.0,1.0,1.0
2057,1.0,0.0,0.122160316,5.0,0.0,1.0
2058,1.0,0.0,0.1438551,4.0,2.0,9.0
2059,2.0,1.0,0.67183983,2.0,7.0,5.0
2060,3.0,0.0,0.9708935,6.0,0.0,3.0
2061,3.0,1.0,0.3663926,4.0,2.0,3.0
2062,2.0,2.0,0.5734565,3.0,4.0,4.0
2063,1.0,1.0,0.69877625,4.0,1.0,3.0
2064,2.0,0.0,0.9480183,8.0,2.0,6.0
2065,2.0,1.0,0.63334846,2.0,1.0,9.0
2066,2.0,0.0,0.5649481,2.0,5.0,10.0
2067,2.0,0.0,0.5983442,5.0,4.0,5.0
2068,1.0,1.0,0.26257956,4.0,2.0,2.0
2069,4.0,2.0,0.50714695,2.0,5.0,2.0
2070,3.0,2.0,0.40390348,6.0,3.0,2.0
2071,3.0,1.0,0.40883124,3.0,6.0,3.0
2072,0.0,2.0,0.51257,6.0,4.0,3.0
2073,2.0,0.0,0.9645444,4.0,3.0,7.0
2074,2.0,0.0,0.45167065,3.0,12.0,0.0
2075,9.0,0.0,0.30298603,2.0,14.0,4.0
2076,4.0,1.0,0.4817425,2.0,6.0,8.0
2077,1.0,1.0,0.54220057,6.0,2.0,1.0
2078,0.0,0.0,0.14545703,5.0,7.0,3.0
2079,5.0,0.0,0.9804523,2.0,4.0,2.0
2080,6.0,0.0,0.36909568,6.0,7.0,1.0
2081,4.0,0.0,0.9530165,4.0,3.0,5.0
2082,2.0,0.0,0.27939475,5.0,4.0,3.0
2083,0.0,3.0,0.28903854,3.0,14.0,1.0
2084,1.0,0.0,0.9357413,3.0,1.0,4.0
2085,1.0,0.0,0.93228936,2.0,7.0,6.0
2086,6.0,2.0,0.41588938,4.0,1.0,3.0
2087,2.0,2.0,0.56721246,2.0,3.0,7.0
2088,4.0,0.0,0.15166748,6.0,2.0,3.0
2089,3.0,2.0,0.8510307,2.0,4.0,3.0
2090,4.0,1.0,0.59041154,6.0,4.0,1.0
2091,1.0,0.0,0.10672128,2.0,3.0,4.0
2092,3.0,1.0,0.76492965,2.0,11.0,3.0
2093,7.0,2.0,0.7857704,5.0,1.0,2.0
2094,2.0,1.0,0.5960622,4.0,7.0,4.0
2095,6.0,2.0,0.6774651,4.0,3.0,3.0
2096,2.0,1.0,0.8221663,2.0,8.0,5.0
2097,6.0,2.0,0.8952793,4.0,7.0,9.0
2098,2.0,1.0,0.9772861,0.0,6.0,1.0
2099,2.0,3.0,0.14833212,5.0,6.0,10.0
2100,1.0,0.0,0.7123351,6.0,0.0,5.0
2101,0.0,0.0,0.6083516,5.0,0.0,3.0
2102,1.0,0.0,0.4198773,5.0,1.0,8.0
2103,5.0,1.0,0.43865263,3.0,1.0,6.0
2104,4.0,0.0,0.8689548,2.0,3.0,1.0
2105,2.0,2.0,0.061029553,3.0,0.0,6.0
2106,1.0,0.0,0.7844739,1.0,14.0,4.0
2107,4.0,3.0,0.35428417,5.0,3.0,3.0
2108,1.0,2.0,0.84005797,6.0,7.0,1.0
2109,5.0,2.0,0.6035994,6.0,7.0,10.0
2110,5.0,0.0,0.73781586,8.0,4.0,6.0
2111,1.0,1.0,0.84720016,3.0,0.0,9.0
2112,2.0,1.0,0.4817108,8.0,3.0,5.0
2113,0.0,0.0,0.6500685,5.0,4.0,2.0
2114,2.0,0.0,0.20979261,0.0,5.0,4.0
2115,2.0,2.0,0.18209577,8.0,2.0,2.0
2116,3.0,2.0,0.28456926,3.0,6.0,6.0
2117,1.0,2.0,0.691358,3.0,3.0,4.0
2118,2.0,0.0,0.46767044,2.0,4.0,7.0
2119,1.0,1.0,0.5062766,5.0,6.0,9.0
