,years_experience,degree,nr_commits,nr_languages,nr_stars
2223,1.0,3.0,1013.0,5.0,10.0
3828,2.0,2.0,2030.0,1.0,13.0
2944,1.0,3.0,1010.0,4.0,16.0
2563,2.0,2.0,2026.0,2.0,13.0
3737,1.0,3.0,1015.0,5.0,11.0
3418,2.0,2.0,2027.0,8.0,16.0
2007,3.0,1.0,3035.0,5.0,15.0
2266,3.0,1.0,3034.0,2.0,12.0
2674,1.0,3.0,1013.0,9.0,14.0
3543,3.0,1.0,3036.0,1.0,11.0
3273,2.0,2.0,2025.0,9.0,10.0
2653,1.0,3.0,1018.0,5.0,18.0
3305,2.0,2.0,2023.0,4.0,11.0
3036,2.0,2.0,2030.0,3.0,11.0
3533,1.0,3.0,1013.0,10.0,13.0
2161,1.0,3.0,1015.0,1.0,13.0
2965,1.0,3.0,1015.0,7.0,11.0
2084,1.0,3.0,1013.0,2.0,14.0
3516,3.0,1.0,3035.0,5.0,15.0
2818,1.0,3.0,1012.0,2.0,11.0
2506,3.0,1.0,3035.0,3.0,15.0
3221,3.0,1.0,3037.0,4.0,16.0
3604,1.0,3.0,1012.0,4.0,14.0
2692,3.0,1.0,3034.0,6.0,12.0
2675,1.0,3.0,1016.0,2.0,15.0
3992,3.0,1.0,3035.0,15.0,16.0
3979,1.0,3.0,1012.0,11.0,10.0
3568,2.0,2.0,2025.0,5.0,16.0
3085,4.0,1.0,4043.0,7.0,10.0
2467,1.0,3.0,1015.0,3.0,12.0
3561,2.0,2.0,2025.0,11.0,17.0
2128,1.0,3.0,1016.0,4.0,12.0
2566,1.0,3.0,1012.0,1.0,15.0
3700,2.0,2.0,2021.0,1.0,16.0
3830,2.0,2.0,2025.0,5.0,17.0
3281,1.0,3.0,1014.0,3.0,15.0
3244,3.0,1.0,3035.0,1.0,14.0
3694,3.0,1.0,3035.0,5.0,13.0
3770,2.0,2.0,2023.0,3.0,19.0
2146,1.0,3.0,1013.0,5.0,15.0
3341,3.0,1.0,3034.0,5.0,16.0
2869,3.0,1.0,3037.0,9.0,13.0
3763,4.0,1.0,43.0,5.0,5.0
2352,3.0,1.0,3040.0,5.0,14.0
2191,3.0,1.0,3034.0,6.0,14.0
3831,3.0,1.0,3033.0,1.0,12.0
3040,2.0,2.0,2023.0,7.0,12.0
2437,3.0,1.0,3033.0,9.0,18.0
2952,3.0,1.0,3041.0,6.0,12.0
3235,3.0,1.0,3040.0,1.0,13.0
2275,2.0,2.0,2024.0,7.0,13.0
3871,1.0,3.0,1014.0,6.0,15.0
2515,3.0,1.0,3035.0,4.0,10.0
3769,3.0,1.0,3035.0,6.0,11.0
2068,1.0,3.0,1014.0,3.0,12.0
3346,3.0,1.0,3032.0,8.0,12.0
3203,3.0,1.0,3037.0,6.0,19.0
3013,1.0,3.0,1013.0,10.0,10.0
2106,1.0,3.0,1011.0,15.0,14.0
3433,3.0,1.0,33.0,1.0,3.0
2831,1.0,3.0,1013.0,12.0,11.0
2727,3.0,1.0,3034.0,1.0,13.0
2156,3.0,1.0,3037.0,3.0,17.0
2392,2.0,2.0,2022.0,1.0,16.0
2501,3.0,1.0,3031.0,11.0,13.0
2808,1.0,3.0,1014.0,5.0,17.0
3925,2.0,2.0,2022.0,4.0,12.0
3874,1.0,3.0,13.0,3.0,7.0
2798,2.0,2.0,2023.0,5.0,16.0
3415,3.0,1.0,3035.0,2.0,12.0
2572,3.0,1.0,3033.0,8.0,14.0
3162,1.0,3.0,1017.0,8.0,15.0
3995,3.0,2.0,3034.0,9.0,12.0
2513,1.0,3.0,1013.0,3.0,12.0
2166,3.0,1.0,34.0,1.0,4.0
3494,3.0,1.0,3034.0,4.0,12.0
3910,1.0,3.0,1016.0,2.0,14.0
2856,1.0,3.0,1013.0,12.0,15.0
3471,3.0,1.0,3035.0,8.0,15.0
2620,3.0,1.0,3033.0,7.0,12.0
3417,2.0,2.0,2023.0,11.0,13.0
3764,1.0,3.0,1015.0,2.0,15.0
2074,2.0,2.0,2023.0,13.0,10.0
2372,2.0,2.0,2024.0,5.0,16.0
3317,2.0,2.0,2022.0,5.0,16.0
