,years_experience,degree
2223,1.0,0.0
3828,1.0,2.0
2944,0.0,3.0
2563,0.0,2.0
3737,1.0,1.0
3418,0.0,1.0
2007,1.0,1.0
2266,0.0,1.0
2674,1.0,3.0
3543,2.0,1.0
3273,0.0,1.0
2653,1.0,3.0
3305,2.0,0.0
3036,2.0,0.0
3533,0.0,1.0
2161,0.0,3.0
2965,1.0,1.0
2084,0.0,3.0
3516,0.0,1.0
2818,0.0,3.0
2506,0.0,1.0
3221,1.0,1.0
3604,0.0,3.0
2692,1.0,1.0
2675,0.0,3.0
3992,1.0,1.0
3979,0.0,3.0
3568,0.0,2.0
3085,0.0,1.0
2467,0.0,2.0
3561,0.0,2.0
2128,1.0,2.0
2566,0.0,3.0
3700,1.0,1.0
3830,2.0,0.0
3281,0.0,3.0
3244,3.0,1.0
3694,1.0,1.0
3770,2.0,2.0
2146,0.0,2.0
3341,2.0,1.0
2869,0.0,1.0
3763,0.0,1.0
2352,1.0,1.0
2191,1.0,1.0
3831,0.0,1.0
3040,0.0,2.0
2437,1.0,1.0
2952,3.0,0.0
3235,1.0,1.0
2275,2.0,2.0
3871,1.0,3.0
2515,1.0,1.0
3769,0.0,1.0
2068,0.0,2.0
3346,1.0,1.0
3203,1.0,1.0
3013,1.0,3.0
2106,0.0,3.0
3433,2.0,1.0
2831,1.0,1.0
2727,0.0,1.0
2156,1.0,1.0
2392,0.0,2.0
2501,0.0,1.0
2808,1.0,1.0
3925,1.0,2.0
3874,0.0,3.0
2798,0.0,2.0
3415,2.0,1.0
2572,3.0,1.0
3162,0.0,3.0
3995,1.0,0.0
2513,0.0,2.0
2166,0.0,1.0
3494,1.0,1.0
3910,0.0,3.0
2856,1.0,3.0
3471,1.0,1.0
2620,1.0,1.0
3417,0.0,2.0
3764,1.0,3.0
2074,0.0,2.0
2372,2.0,2.0
3317,0.0,1.0
3334,1.0,1.0
2050,0.0,2.0
3289,0.0,3.0
2432,1.0,1.0
2455,2.0,1.0
2029,0.0,2.0
3902,0.0,2.0
2319,1.0,1.0
2295,0.0,1.0
2766,0.0,2.0
2020,1.0,0.0
2981,1.0,1.0
2004,2.0,1.0
2267,1.0,1.0
3590,1.0,1.0
2979,0.0,1.0
3819,0.0,1.0
2001,0.0,3.0
3431,1.0,1.0
3141,1.0,0.0
2787,1.0,2.0
3275,1.0,0.0
2777,1.0,3.0
2982,0.0,2.0
3261,1.0,1.0
3229,2.0,0.0
3428,0.0,2.0
3049,0.0,3.0
3311,0.0,2.0
2806,0.0,3.0
2059,1.0,0.0
3704,1.0,0.0
3127,1.0,1.0
3722,2.0,0.0
2418,0.0,2.0
3970,2.0,0.0
2216,0.0,2.0
2158,0.0,1.0
2148,0.0,1.0
2412,0.0,2.0
2276,1.0,1.0
2409,0.0,2.0
2363,0.0,2.0
2482,1.0,1.0
2590,0.0,3.0
2483,0.0,1.0
2821,0.0,1.0
2852,0.0,1.0
2969,2.0,2.0
2922,0.0,2.0
2790,1.0,3.0
2281,1.0,1.0
3079,0.0,3.0
3493,0.0,3.0
3105,1.0,1.0
2042,1.0,1.0
3303,0.0,1.0
3515,0.0,1.0
2768,0.0,3.0
3172,0.0,1.0
3485,3.0,0.0
2502,0.0,1.0
3007,0.0,1.0
3750,1.0,0.0
2709,1.0,1.0
2033,1.0,2.0
2100,0.0,3.0
2351,0.0,1.0
2131,0.0,1.0
3797,2.0,1.0
3100,0.0,1.0
3406,0.0,3.0
3086,1.0,3.0
3701,1.0,3.0
3867,1.0,1.0
2671,0.0,2.0
2063,0.0,2.0
3027,0.0,2.0
3351,1.0,0.0
2757,0.0,2.0
3384,1.0,1.0
2160,2.0,1.0
2533,0.0,2.0
3136,0.0,1.0
2878,0.0,2.0
2990,1.0,1.0
3020,3.0,0.0
3042,1.0,1.0
2939,0.0,2.0
3316,1.0,1.0
3017,1.0,1.0
3395,0.0,2.0
3146,0.0,1.0
3441,1.0,1.0
3240,3.0,0.0
3728,1.0,1.0
2442,0.0,1.0
3985,0.0,1.0
2428,1.0,3.0
3651,1.0,2.0
3266,0.0,3.0
2332,1.0,1.0
3955,0.0,2.0
2638,1.0,2.0
2385,0.0,2.0
2368,0.0,3.0
3610,1.0,2.0
2343,1.0,1.0
3468,1.0,1.0
2670,2.0,1.0
3190,1.0,3.0
2584,1.0,1.0
2102,0.0,3.0
3968,0.0,1.0
3765,1.0,3.0
