,h_post,h_post_individualized
733,0.52,
594,0.52,
888,0.54,
898,0.7,
875,0.5,
843,0.52,
873,0.58,
975,0.5,
977,0.52,
544,0.58,
558,0.78,
917,0.52,
837,0.52,
804,0.5,
726,0.5,
939,0.62,
757,0.56,
880,0.52,
867,0.5,
849,0.54,
676,0.54,
653,0.52,
813,0.56,
685,0.54,
729,0.5,
601,0.5,
624,0.68,
761,0.6,
669,0.58,
994,0.54,
869,0.58,
655,0.58,
811,0.58,
752,0.5,
927,0.58,
776,0.52,
774,0.52,
532,0.5,
916,0.5,
663,0.7,
547,0.52,
671,0.7,
756,0.52,
805,0.5,
603,0.58,
990,0.52,
764,0.5,
645,0.5,
703,0.5,
809,0.54,
838,0.5,
980,0.52,
971,0.56,
705,0.58,
902,0.5,
836,0.58,
797,0.5,
573,0.54,
704,0.54,
718,0.62,
562,0.5,
972,0.58,
740,0.5,
554,0.52,
696,0.52,
717,0.52,
914,0.52,
507,0.6,
658,0.58,
538,0.52,
502,0.5,
627,0.54,
979,0.6,
596,0.54,
963,0.52,
652,0.8,
615,0.62,
998,0.62,
686,0.5,
654,0.5,
533,0.5,
637,0.66,
528,0.6,
565,0.5,
661,0.58,
966,0.86,
997,0.74,
842,0.52,
681,0.58,
911,0.5,
650,0.78,
625,0.66,
587,0.58,
996,0.54,
520,0.6,
806,0.52,
656,0.56,
687,0.72,
543,0.52,
641,0.5,
