,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,2.0,0.46220195,0.0,12.0,8.0
2001,2.0,0.0,0.3134792,5.0,2.0,4.0
2002,5.0,0.0,0.9549326,6.0,3.0,3.0
2003,5.0,0.0,0.100038886,5.0,2.0,0.0
2004,4.0,0.0,0.37957633,7.0,2.0,7.0
2005,3.0,2.0,0.26734006,2.0,5.0,2.0
2006,4.0,0.0,0.8264415,1.0,1.0,2.0
2007,3.0,1.0,0.9589883,5.0,3.0,4.0
2008,1.0,2.0,0.55645955,3.0,8.0,4.0
2009,3.0,0.0,0.36123812,3.0,0.0,5.0
2010,0.0,0.0,0.976012,5.0,3.0,7.0
2011,3.0,2.0,0.19378078,1.0,4.0,7.0
2012,0.0,2.0,0.28291297,3.0,5.0,9.0
2013,7.0,0.0,0.7797867,2.0,0.0,8.0
2014,1.0,0.0,0.65490055,6.0,1.0,3.0
2015,1.0,2.0,0.85975146,4.0,0.0,3.0
2016,2.0,2.0,0.04177475,3.0,1.0,3.0
2017,2.0,2.0,0.29592466,2.0,5.0,5.0
2018,3.0,1.0,0.20248854,1.0,1.0,5.0
2019,1.0,1.0,0.45733964,2.0,1.0,3.0
2020,2.0,0.0,0.4150424,3.0,3.0,4.0
2021,3.0,1.0,0.7642689,2.0,3.0,5.0
2022,2.0,0.0,0.22710156,4.0,5.0,2.0
2023,4.0,2.0,0.18737948,1.0,4.0,10.0
2024,2.0,2.0,0.7015308,3.0,7.0,5.0
2025,1.0,0.0,0.94985723,4.0,0.0,2.0
2026,1.0,0.0,0.41880596,1.0,7.0,2.0
2027,4.0,1.0,0.12371302,7.0,8.0,2.0
2028,1.0,2.0,0.6080204,10.0,0.0,2.0
2029,2.0,0.0,0.08988893,2.0,1.0,6.0
2030,2.0,1.0,0.021666884,6.0,2.0,3.0
2031,2.0,1.0,0.42477846,6.0,1.0,5.0
2032,4.0,0.0,0.78905404,3.0,0.0,2.0
2033,3.0,0.0,0.5709053,4.0,4.0,3.0
2034,5.0,2.0,0.20589614,5.0,0.0,3.0
2035,3.0,2.0,0.69360673,4.0,7.0,2.0
2036,4.0,2.0,0.9703684,5.0,4.0,6.0
2037,4.0,1.0,0.89063084,1.0,8.0,0.0
2038,6.0,1.0,0.05079949,2.0,1.0,5.0
2039,2.0,0.0,0.8249533,9.0,2.0,4.0
2040,4.0,2.0,0.7542007,2.0,6.0,8.0
2041,2.0,2.0,0.9364959,2.0,5.0,7.0
