,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.97,0.6,0.6,0.19587628543376923,0.0,0.041237113402061855,1.0,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,improvement,2,,0.03711340203881264,3.4264000000000006
1,1.0,0.6,0.6,0.0,0.0,0.42,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,acceptance,2,,0.44600000977516174,3.706200000000001
2,1.0,0.6,0.6,0.0,0.0,1.0,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,counterfactual,2,,0.5839999914169312,1.028673469387755
3,0.98,0.6,0.6,0.30612245202064514,0.0,0.030612244897959183,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,subpopulation,improvement,2,,0.026530612260103226,3.9132
4,1.0,0.6,0.6,0.0,0.0,1.0,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,subpopulation,acceptance,2,,0.5819999575614929,1.035050505050505
5,0.99,0.6,0.6,0.17171716690063477,0.0,0.050505050505050504,1.0,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,improvement,1,,0.05050504952669144,3.3029
6,1.0,0.6,0.6,0.019999999552965164,0.0,0.45,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,acceptance,1,,0.43400001525878906,3.683500000000001
7,1.0,0.6,0.6,0.019999999552965164,0.0,1.0,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,counterfactual,1,,0.7039999961853027,1.0610101010101012
8,0.99,0.6,0.6,0.1515151560306549,0.0,0.09090909090909091,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,subpopulation,improvement,1,,0.08686868846416473,3.699
9,1.0,0.6,0.6,0.009999999776482582,0.0,0.99,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,subpopulation,acceptance,1,,0.699999988079071,0.9171428571428571
10,0.98,0.6,0.6,0.20408163964748383,0.0,0.061224489795918366,1.0,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,improvement,0,,0.05714285373687744,3.2657
11,1.0,0.6,0.6,0.009999999776482582,0.0,0.54,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,acceptance,0,,0.4659999907016754,3.5213
12,1.0,0.6,0.6,0.0,0.0,1.0,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,individualized,counterfactual,0,,0.7280000448226929,0.8095918367346938
13,0.98,0.6,0.6,0.051020409911870956,0.0,0.0,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,subpopulation,improvement,0,,0.0,3.4172999999999996
14,1.0,0.6,0.6,0.009999999776482582,0.0,0.89,,"[10.0, 10.0, 1.0, 1.0, 1.0, 0.1, 0.1]",2999.0,0.5,subpopulation,acceptance,0,,0.6359999775886536,
