,years_experience,degree
3643,1.0,0.0
2439,1.0,0.0
2218,1.0,1.0
3563,1.0,0.0
3623,0.0,3.0
2318,0.0,1.0
2655,0.0,2.0
3034,0.0,3.0
3617,0.0,2.0
3753,2.0,0.0
2082,0.0,1.0
3033,0.0,3.0
2233,1.0,0.0
2492,1.0,0.0
3915,0.0,2.0
3445,0.0,3.0
2917,0.0,3.0
2212,0.0,3.0
2735,2.0,0.0
2034,1.0,1.0
3988,0.0,2.0
2957,0.0,2.0
2457,0.0,1.0
3357,0.0,3.0
3903,1.0,0.0
3304,2.0,1.0
2275,0.0,2.0
2147,0.0,3.0
3997,0.0,1.0
2158,0.0,3.0
2714,1.0,1.0
3975,1.0,1.0
2934,0.0,3.0
2752,0.0,2.0
3560,0.0,3.0
2204,0.0,2.0
3349,0.0,2.0
3821,0.0,2.0
2285,0.0,2.0
2753,1.0,1.0
2713,1.0,1.0
3437,0.0,1.0
3862,0.0,3.0
2478,0.0,2.0
2481,0.0,1.0
3924,2.0,0.0
2572,0.0,1.0
2563,1.0,1.0
2675,0.0,1.0
2085,0.0,3.0
2737,0.0,2.0
2681,1.0,1.0
2209,2.0,0.0
3056,0.0,3.0
3734,2.0,1.0
3399,2.0,1.0
2577,1.0,1.0
2125,1.0,2.0
3396,1.0,1.0
3062,0.0,1.0
2835,1.0,1.0
3482,0.0,2.0
3025,3.0,0.0
3011,0.0,2.0
2102,0.0,1.0
3540,1.0,1.0
3735,1.0,0.0
3958,0.0,3.0
2708,3.0,0.0
2635,1.0,2.0
3504,0.0,2.0
2110,0.0,3.0
2729,1.0,2.0
2237,0.0,3.0
2472,2.0,0.0
2463,3.0,0.0
2338,1.0,1.0
3352,0.0,1.0
3092,0.0,2.0
3674,2.0,0.0
3835,1.0,0.0
2503,0.0,1.0
3168,0.0,1.0
2924,2.0,0.0
2529,0.0,2.0
3132,0.0,2.0
3777,0.0,1.0
3609,2.0,0.0
3884,0.0,3.0
2946,0.0,3.0
2701,1.0,0.0
3910,0.0,1.0
2725,1.0,1.0
2553,0.0,1.0
3679,1.0,1.0
3259,2.0,0.0
2391,2.0,0.0
3827,0.0,3.0
2627,0.0,3.0
2522,1.0,1.0
3321,0.0,1.0
2280,0.0,1.0
3355,1.0,2.0
2608,1.0,1.0
2546,0.0,1.0
2511,0.0,3.0
3748,0.0,1.0
2678,1.0,1.0
2404,0.0,2.0
2144,1.0,1.0
3407,2.0,0.0
2557,0.0,3.0
2596,1.0,0.0
2822,2.0,1.0
2619,0.0,2.0
3444,0.0,3.0
3090,0.0,1.0
2475,1.0,1.0
3372,0.0,1.0
3693,0.0,1.0
2240,1.0,0.0
3788,0.0,2.0
2848,1.0,1.0
2745,0.0,2.0
3058,2.0,0.0
3678,2.0,1.0
2971,2.0,1.0
2651,0.0,1.0
3523,1.0,2.0
3743,0.0,1.0
2177,2.0,1.0
2761,0.0,2.0
3359,0.0,3.0
3611,1.0,1.0
2279,0.0,1.0
3557,0.0,2.0
2159,0.0,3.0
2884,1.0,1.0
3080,0.0,2.0
3333,0.0,2.0
3561,0.0,2.0
3149,1.0,0.0
3494,0.0,1.0
2062,1.0,0.0
2171,2.0,1.0
3522,1.0,0.0
3667,0.0,1.0
2816,2.0,0.0
3233,2.0,0.0
2428,2.0,1.0
3395,1.0,0.0
2872,3.0,0.0
2150,1.0,1.0
2301,0.0,3.0
2473,0.0,3.0
3281,0.0,1.0
3961,0.0,1.0
3597,1.0,1.0
3568,0.0,3.0
2742,3.0,0.0
2381,1.0,0.0
2001,1.0,1.0
2859,2.0,0.0
3673,0.0,1.0
3930,0.0,3.0
2491,0.0,3.0
2524,2.0,0.0
3962,0.0,2.0
2709,0.0,3.0
3484,0.0,1.0
2089,0.0,2.0
2879,0.0,2.0
3656,2.0,0.0
3335,1.0,1.0
2389,0.0,2.0
2387,0.0,2.0
3690,2.0,0.0
2294,2.0,1.0
3736,0.0,2.0
2000,0.0,2.0
3425,0.0,1.0
2829,1.0,0.0
3108,0.0,2.0
2161,0.0,2.0
3715,0.0,3.0
2201,2.0,0.0
3805,0.0,2.0
2337,1.0,0.0
3164,0.0,1.0
2925,0.0,1.0
3009,0.0,1.0
3409,1.0,2.0
3211,0.0,3.0
2784,1.0,0.0
2068,1.0,2.0
2031,0.0,1.0
2051,0.0,3.0
3111,1.0,0.0
2603,0.0,1.0
3842,0.0,3.0
